station,date,hour,borrow_count,return_count,station_pressure,temperature,humidity,wind_speed,max_wind_speed,rainfall,rain_duration,solar_radiation,uv_index,total,is_holiday_taipei,is_peak_morning,is_peak_evening,is_peak_any,is_peak_noon,night,net_borrow
捷運公館站(2號出口),2024-03-01,0,15,5,1018.2,12.5,97,1.6,4.1,0,0.8,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,10
捷運公館站(2號出口),2024-03-01,1,2,0,1020.6,11,92,1.7,5.9,0.5,0.6,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
捷運公館站(2號出口),2024-03-01,2,1,1,1020.4,11.2,94,1.7,6.1,0,0.2,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
捷運公館站(2號出口),2024-03-01,3,1,0,1020.2,11.2,95,1.5,5.6,0,0.7,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
捷運公館站(2號出口),2024-03-01,4,1,0,1020.5,11.1,96,1.6,5,0.5,1,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
捷運公館站(2號出口),2024-03-01,5,1,1,1020.1,10.8,95,1.9,6.7,0.5,0.8,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
捷運公館站(2號出口),2024-03-01,6,20,9,1019.4,10.9,95,2.5,7.1,0,0.3,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,11
捷運公館站(2號出口),2024-03-01,7,51,32,1019.8,11.1,95,3,8.2,0,0.1,0.01,0,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,19
捷運公館站(2號出口),2024-03-01,8,67,41,1020.2,11.5,92,2.9,8.1,0,0.1,0.05,0,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,26
捷運公館站(2號出口),2024-03-01,9,20,28,1020.4,11.9,95,2.8,7.2,0,1,0.1,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-8
捷運公館站(2號出口),2024-03-01,10,15,31,1020.5,12,96,1.7,7.1,1.0,1,0.18,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-16
捷運公館站(2號出口),2024-03-01,11,37,37,1020.3,12,97,2.2,5.8,1.0,1,0.35,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
捷運公館站(2號出口),2024-03-01,12,27,50,1018.7,12,92,3.5,7.8,0,1,0.55,2,99,FALSE,FALSE,FALSE,FALSE,TRUE,0,-23
捷運公館站(2號出口),2024-03-01,13,58,38,1017.8,12.3,95,2.4,7.4,0,1,0.33,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,20
捷運公館站(2號出口),2024-03-01,14,40,44,1016.8,12,97,2.3,7.6,0.5,1,0.21,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-4
捷運公館站(2號出口),2024-03-01,15,29,47,1016.4,12.2,96,2.6,6.4,0,1,0.24,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-18
捷運公館站(2號出口),2024-03-01,16,22,55,1016.7,12.2,97,1.9,5.9,0.5,1,0.15,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-33
捷運公館站(2號出口),2024-03-01,17,20,76,1017.1,12.2,98,1.7,5.4,1.0,1,0.05,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-56
捷運公館站(2號出口),2024-03-01,18,15,48,1017.4,12.4,96,2.3,5.6,0,1,0.01,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-33
捷運公館站(2號出口),2024-03-01,19,21,28,1017.8,12.3,97,1.8,7.3,1.0,0.9,0,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-7
捷運公館站(2號出口),2024-03-01,20,13,26,1018.5,12.4,98,1.3,6.5,0.5,0.8,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-13
捷運公館站(2號出口),2024-03-01,21,18,25,1018.5,12.3,97,1.7,4.9,0,0.6,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-7
捷運公館站(2號出口),2024-03-01,22,15,16,1018.5,12.4,97,1.4,4.8,0.5,0.3,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1
捷運公館站(2號出口),2024-03-01,23,21,8,1018.6,12.6,97,1.8,3.8,0,0.3,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,13
捷運公館站(2號出口),2024-03-02,0,9,4,1013.2,16.4,95,2.7,6.8,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,5
捷運公館站(2號出口),2024-03-02,1,0,1,1017.8,12.6,97,1.3,3.9,0,0.3,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1
捷運公館站(2號出口),2024-03-02,2,1,0,1017.6,12.6,97,1.5,4.1,0,0.2,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
捷運公館站(2號出口),2024-03-02,5,0,4,1017.4,12.5,94,2.1,6.7,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,-4
捷運公館站(2號出口),2024-03-02,6,10,10,1017.5,12.4,95,2.2,7.5,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
捷運公館站(2號出口),2024-03-02,7,9,26,1017.2,12.6,94,3.7,8.3,0.0,0,0.08,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-17
捷運公館站(2號出口),2024-03-02,8,47,52,1017.6,13.4,89,3,8.3,0.0,0,0.38,0,99,TRUE,TRUE,FALSE,TRUE,FALSE,0,-5
捷運公館站(2號出口),2024-03-02,9,23,45,1017.2,14.9,82,4.1,9.7,0.0,0,1.32,2,99,TRUE,TRUE,FALSE,TRUE,FALSE,0,-22
捷運公館站(2號出口),2024-03-02,10,16,29,1017.3,15,81,3.4,10.6,0.0,0,1.1,2,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-13
捷運公館站(2號出口),2024-03-02,11,11,17,1017.3,14.9,82,3.3,10.4,0.0,0,0.44,1,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-6
捷運公館站(2號出口),2024-03-02,12,40,57,1016.7,15.1,82,3.2,9.4,0.0,0,0.32,1,99,TRUE,FALSE,FALSE,FALSE,TRUE,0,-17
捷運公館站(2號出口),2024-03-02,13,21,29,1015.9,14.7,87,3.2,10.6,0,0.3,0.36,1,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-8
捷運公館站(2號出口),2024-03-02,14,16,30,1015.3,14.1,94,2.7,7.7,0,1,0.24,1,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-14
捷運公館站(2號出口),2024-03-02,15,16,26,1014.9,14.2,95,2.2,7.4,0,1,0.18,1,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-10
捷運公館站(2號出口),2024-03-02,16,22,25,1014.3,14.8,92,2.7,7.8,0,0.5,0.49,1,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-3
捷運公館站(2號出口),2024-03-02,17,41,63,1014.3,14.9,93,2.6,8.4,0.0,0,0.41,1,99,TRUE,FALSE,TRUE,TRUE,FALSE,0,-22
捷運公館站(2號出口),2024-03-02,18,36,36,1014.1,14.9,94,3.4,9.2,0.0,0,0.09,0,99,TRUE,FALSE,TRUE,TRUE,FALSE,0,0
捷運公館站(2號出口),2024-03-02,19,28,18,1013.9,14.9,95,3.4,8.4,0.0,0,0,0,99,TRUE,FALSE,TRUE,TRUE,FALSE,0,10
捷運公館站(2號出口),2024-03-02,20,23,16,1014.6,15.5,94,4.1,9.2,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,7
捷運公館站(2號出口),2024-03-02,21,29,21,1014.4,15.7,96,3.5,9.2,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,8
捷運公館站(2號出口),2024-03-02,22,32,24,1013.8,15.7,97,3.8,9.3,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,8
捷運公館站(2號出口),2024-03-02,23,18,22,1013.2,16,96,2.9,11.1,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,-4
捷運公館站(2號出口),2024-03-03,0,15,1,1009.2,18.7,92,0.7,1.8,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,14
捷運公館站(2號出口),2024-03-03,1,4,2,1012.8,15.7,97,1.3,4.7,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,2
捷運公館站(2號出口),2024-03-03,2,2,0,1012.7,15,98,1.4,2.5,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,2
捷運公館站(2號出口),2024-03-03,3,1,1,1012.7,14.4,98,0.4,2.5,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
捷運公館站(2號出口),2024-03-03,4,1,0,1013.1,13.9,98,0.9,1.9,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
捷運公館站(2號出口),2024-03-03,5,2,0,1013,13.7,98,0.9,2.1,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,2
捷運公館站(2號出口),2024-03-03,6,10,8,1013.1,13.3,98,0.5,1.6,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,2
捷運公館站(2號出口),2024-03-03,7,15,21,1013.3,14,98,1.2,2,0.0,0,0.1,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-6
捷運公館站(2號出口),2024-03-03,8,44,27,1013,15.7,94,1.5,2.7,0.0,0,0.6,0,99,TRUE,TRUE,FALSE,TRUE,FALSE,0,17
捷運公館站(2號出口),2024-03-03,9,34,54,1012.6,18.1,82,0.6,2.4,0.0,0,1.33,2,99,TRUE,TRUE,FALSE,TRUE,FALSE,0,-20
捷運公館站(2號出口),2024-03-03,10,39,56,1012.5,20.7,72,1,4.3,0.0,0,2.06,4,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-17
捷運公館站(2號出口),2024-03-03,11,34,43,1012.3,21.5,73,2.7,6.7,0.0,0,2.61,6,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-9
捷運公館站(2號出口),2024-03-03,12,63,65,1011.9,20.4,77,3.1,8.2,0.0,0,2.24,6,99,TRUE,FALSE,FALSE,FALSE,TRUE,0,-2
捷運公館站(2號出口),2024-03-03,13,57,55,1010.5,20.8,76,1.4,6.2,0.0,0,2.6,6,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,2
捷運公館站(2號出口),2024-03-03,14,40,48,1009.2,22.3,72,1.1,3.5,0.0,0,2,5,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-8
捷運公館站(2號出口),2024-03-03,15,71,48,1008.1,22.1,72,1.2,2.6,0.0,0,1.31,3,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,23
捷運公館站(2號出口),2024-03-03,16,68,77,1007.5,22.9,69,1.8,3.6,0.0,0,1.23,2,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,-9
捷運公館站(2號出口),2024-03-03,17,67,117,1007.7,22.1,74,1,3.7,0.0,0,0.52,1,99,TRUE,FALSE,TRUE,TRUE,FALSE,0,-50
捷運公館站(2號出口),2024-03-03,18,80,107,1008.4,19.9,84,2.6,6.1,0.0,0,0.12,0,99,TRUE,FALSE,TRUE,TRUE,FALSE,0,-27
捷運公館站(2號出口),2024-03-03,19,96,49,1008.9,19,88,2.7,4.8,0.0,0,0,0,99,TRUE,FALSE,TRUE,TRUE,FALSE,0,47
捷運公館站(2號出口),2024-03-03,20,144,41,1008.9,18.9,88,1.1,3.6,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,103
捷運公館站(2號出口),2024-03-03,21,74,35,1009.4,19,88,0.5,1.6,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,39
捷運公館站(2號出口),2024-03-03,22,29,24,1009.5,19,89,1.4,1.8,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,0,5
捷運公館站(2號出口),2024-03-03,23,23,18,1009.4,18.9,91,0.4,2.5,0.0,0,0,0,99,TRUE,FALSE,FALSE,FALSE,FALSE,1,5
捷運公館站(2號出口),2024-03-04,0,7,5,1002.9,27.2,58,2.9,8.5,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
捷運公館站(2號出口),2024-03-04,5,1,3,1006.7,18,97,0.8,2.1,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-2
捷運公館站(2號出口),2024-03-04,6,21,7,1006.1,17.6,98,1.2,2.5,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,14
捷運公館站(2號出口),2024-03-04,7,68,39,1006.6,18.1,97,0.5,2.6,0.0,0,0.1,0,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,29
捷運公館站(2號出口),2024-03-04,8,38,30,1007.6,20,87,0.8,1.5,0.0,0,0.63,1,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,8
捷運公館站(2號出口),2024-03-04,9,18,21,1007.4,22.7,75,1.3,2.4,0.0,0,1.4,2,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-3
捷運公館站(2號出口),2024-03-04,10,17,24,1006.5,24.8,68,0.6,2.8,0.0,0,2.1,4,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-7
捷運公館站(2號出口),2024-03-04,11,41,40,1005.5,26.7,66,1.5,3.7,0.0,0,2.71,6,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
捷運公館站(2號出口),2024-03-04,12,91,101,1004.2,27.1,60,1.3,4.2,0.0,0,2.65,7,99,FALSE,FALSE,FALSE,FALSE,TRUE,0,-10
捷運公館站(2號出口),2024-03-04,13,49,58,1003.1,25.9,68,2.4,6.8,0.0,0,1.29,4,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-9
捷運公館站(2號出口),2024-03-04,14,58,51,1001.9,27.2,65,2.2,5.8,0.0,0,1.69,5,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
捷運公館站(2號出口),2024-03-04,15,49,96,1001.1,27.8,61,1.9,6.8,0.0,0,1.51,3,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-47
捷運公館站(2號出口),2024-03-04,16,62,100,1001,29.7,48,4.2,9.9,0.0,0,1.56,2,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-38
捷運公館站(2號出口),2024-03-04,17,85,151,1001.8,26.2,66,2.6,8.8,0.0,0,0.87,1,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-66
捷運公館站(2號出口),2024-03-04,18,128,176,1002.3,24.7,74,1.5,5.8,0.0,0,0.14,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-48
捷運公館站(2號出口),2024-03-04,19,90,98,1002.4,23.4,79,1.2,4.9,0.0,0,0,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-8
捷運公館站(2號出口),2024-03-04,20,69,62,1002.8,23.5,80,1.2,2.7,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
捷運公館站(2號出口),2024-03-04,21,81,53,1003.5,23.5,80,1.1,2.8,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,28
捷運公館站(2號出口),2024-03-04,22,67,33,1003.5,23.2,83,1.1,2.5,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,34
捷運公館站(2號出口),2024-03-04,23,31,21,1003,24.3,75,1.8,6.6,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,10
捷運公館站(2號出口),2024-03-05,0,6,7,1014.9,13.8,94,2.8,6.2,0.5,0.6,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1
捷運公館站(2號出口),2024-03-05,2,1,0,1003.2,26.9,57,2.7,10.2,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
捷運公館站(2號出口),2024-03-05,4,1,0,1003.2,24.7,67,1.1,6.6,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
捷運公館站(2號出口),2024-03-05,5,1,2,1005,21.7,87,3.8,10.5,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1
捷運公館站(2號出口),2024-03-05,6,20,4,1006.8,21,83,1.7,7.4,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,16
捷運公館站(2號出口),2024-03-05,7,74,37,1008.4,17.7,86,2.7,9.1,0.0,0,0.01,0,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,37
捷運公館站(2號出口),2024-03-05,8,95,44,1009.5,17.3,85,3.7,9.2,0,0.1,0.06,0,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,51
捷運公館站(2號出口),2024-03-05,9,30,34,1010.3,16.9,87,3.3,10.6,0,1,0.1,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-4
捷運公館站(2號出口),2024-03-05,10,45,38,1010.9,16.3,89,3.8,9.6,0,1,0.13,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
捷運公館站(2號出口),2024-03-05,11,63,58,1011.4,15.9,90,2.4,10.6,0,1,0.14,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
捷運公館站(2號出口),2024-03-05,12,100,118,1011.2,15.5,90,3,9.2,0,1,0.27,1,99,FALSE,FALSE,FALSE,FALSE,TRUE,0,-18
捷運公館站(2號出口),2024-03-05,13,67,66,1010.4,15.4,89,2.5,8.4,0.5,1,0.26,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
捷運公館站(2號出口),2024-03-05,14,66,74,1009.4,15.8,84,3.5,9.3,0,0.9,0.56,2,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-8
捷運公館站(2號出口),2024-03-05,15,57,88,1009.8,15.4,84,3.5,9.3,0,0.9,0.3,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-31
捷運公館站(2號出口),2024-03-05,16,76,132,1011,15.1,88,2.2,8.5,0,0.8,0.09,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-56
捷運公館站(2號出口),2024-03-05,17,85,156,1011.9,14.9,86,2.2,7.5,0.5,0.6,0.03,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-71
捷運公館站(2號出口),2024-03-05,18,116,125,1012,14.7,89,2.1,6.9,0,1,0.01,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-9
捷運公館站(2號出口),2024-03-05,19,102,73,1012.8,14.4,90,3.6,9.3,0,0.5,0,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,29
捷運公館站(2號出口),2024-03-05,20,90,70,1013.9,14.3,94,2.4,8.2,1.0,0.9,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,20
捷運公館站(2號出口),2024-03-05,21,81,59,1014.5,14.3,93,2.5,7.1,0,0.6,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,22
捷運公館站(2號出口),2024-03-05,22,40,27,1015,14.4,92,2.6,8.3,0.5,0.5,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,13
捷運公館站(2號出口),2024-03-05,23,27,24,1014.8,13.9,93,3.1,8.1,0,0.7,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
捷運公館站(2號出口),2024-03-06,0,7,4,1017,14.2,82,1.6,5.6,0,0.3,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
捷運公館站(2號出口),2024-03-06,1,2,4,1015.2,13.6,95,2,6.1,0.5,0.7,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-2
捷運公館站(2號出口),2024-03-06,2,2,1,1014.9,13.7,95,1.5,6.2,0,0.4,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
捷運公館站(2號出口),2024-03-06,5,0,1,1014.6,13.4,94,2.6,6.3,1.0,0.6,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1
捷運公館站(2號出口),2024-03-06,6,24,8,1015.3,13.1,97,2.4,5.6,6.5,1,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,16
捷運公館站(2號出口),2024-03-06,7,83,39,1015.7,13.3,97,1.7,4.8,3.5,0.9,0.01,0,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,44
捷運公館站(2號出口),2024-03-06,8,70,38,1016.2,13.8,96,2.4,5.1,0,0.5,0.06,0,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,32
捷運公館站(2號出口),2024-03-06,9,27,25,1016.5,14.3,94,1.9,5.5,0,1,0.11,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,2
捷運公館站(2號出口),2024-03-06,10,12,16,1016.4,14.4,91,2.4,6,0,0.8,0.15,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-4
捷運公館站(2號出口),2024-03-06,11,35,35,1016.2,14.6,91,2.2,6.4,0.0,0,0.21,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
捷運公館站(2號出口),2024-03-06,12,66,73,1015.5,14.4,91,2.8,7.7,0,0.7,0.29,1,99,FALSE,FALSE,FALSE,FALSE,TRUE,0,-7
捷運公館站(2號出口),2024-03-06,13,47,42,1014.9,14.5,90,2.6,7.1,0.0,0,0.39,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,5
捷運公館站(2號出口),2024-03-06,14,37,43,1014.3,14.7,88,2.4,8.4,0.0,0,0.3,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-6
捷運公館站(2號出口),2024-03-06,15,22,45,1013.8,14.5,88,2.7,8.3,0.0,0,0.34,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-23
捷運公館站(2號出口),2024-03-06,16,32,92,1013.7,14.4,89,3.3,7.7,0.0,0,0.26,1,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-60
捷運公館站(2號出口),2024-03-06,17,38,152,1014,14.4,89,2.9,8.4,0.0,0,0.12,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-114
捷運公館站(2號出口),2024-03-06,18,66,78,1014.8,14.3,88,2.7,8.7,0.0,0,0.03,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-12
捷運公館站(2號出口),2024-03-06,19,36,36,1015.2,14.2,89,3.5,8.7,0.0,0,0,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
捷運公館站(2號出口),2024-03-06,20,39,28,1015.9,14,88,3.1,8.3,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,11
捷運公館站(2號出口),2024-03-06,21,38,29,1016.3,14.2,86,2.4,7.7,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,9
捷運公館站(2號出口),2024-03-06,22,38,26,1016.3,14.2,86,2.3,7.5,0,0.2,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,12
捷運公館站(2號出口),2024-03-06,23,28,6,1016.7,14.3,82,2.2,7.3,0,0.1,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,22
捷運公館站(2號出口),2024-03-07,0,10,3,1020,12.5,48,3.8,7.2,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,7
捷運公館站(2號出口),2024-03-07,2,1,0,1017.1,14.4,71,2,5.8,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
捷運公館站(2號出口),2024-03-07,5,0,1,1017.3,14.1,71,2.3,6.4,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1
捷運公館站(2號出口),2024-03-07,6,6,2,1018,14.1,71,2.3,6.9,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,4
捷運公館站(2號出口),2024-03-07,7,44,16,1018.8,14.2,69,2.1,6.4,0.0,0,0.05,0,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,28
捷運公館站(2號出口),2024-03-07,8,79,35,1019.3,14.9,70,1.5,5.1,0.0,0,0.44,1,99,FALSE,TRUE,FALSE,TRUE,FALSE,0,44
捷運公館站(2號出口),2024-03-07,9,41,23,1019.6,16.1,60,2.7,9.2,0.0,0,1.29,2,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,18
捷運公館站(2號出口),2024-03-07,10,33,34,1020.2,16.4,51,3.6,9.7,0.0,0,1.51,3,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1
捷運公館站(2號出口),2024-03-07,11,41,29,1020,15.7,50,2.9,9.5,0.0,0,1.54,4,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,12
捷運公館站(2號出口),2024-03-07,12,67,85,1019.2,16.1,43,2.2,8.6,0.0,0,1.37,4,99,FALSE,FALSE,FALSE,FALSE,TRUE,0,-18
捷運公館站(2號出口),2024-03-07,13,33,51,1018.7,15.9,41,4.3,10.6,0.0,0,1.85,5,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-18
捷運公館站(2號出口),2024-03-07,14,51,52,1018.3,16.5,35,3.2,10.2,0.0,0,2.35,6,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1
捷運公館站(2號出口),2024-03-07,15,62,88,1018.1,16.3,36,4.4,11.8,0.0,0,2.37,5,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-26
捷運公館站(2號出口),2024-03-07,16,53,114,1018.2,15.3,34,3.6,12.3,0.0,0,1.68,2,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,-61
捷運公館站(2號出口),2024-03-07,17,90,180,1018.6,14.7,36,2.3,10.2,0.0,0,0.88,1,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-90
捷運公館站(2號出口),2024-03-07,18,111,144,1019.2,13.9,42,3.1,9.6,0.0,0,0.19,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,-33
捷運公館站(2號出口),2024-03-07,19,91,81,1019.5,13.5,42,2,8.4,0.0,0,0,0,99,FALSE,FALSE,TRUE,TRUE,FALSE,0,10
捷運公館站(2號出口),2024-03-07,20,70,57,1020.2,13.1,45,2,6,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,13
捷運公館站(2號出口),2024-03-07,21,97,61,1020.7,12.9,47,3,5.9,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,36
捷運公館站(2號出口),2024-03-07,22,44,27,1020.6,12.8,49,3.7,7.6,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,17
捷運公館站(2號出口),2024-03-07,23,15,19,1020.3,12.7,48,3.6,6.5,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-4
捷運公館站(2號出口),2024-03-08,0,15,16,1020.1,14.5,61,3.6,8.1,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1
捷運公館站(2號出口),2024-03-08,1,3,0,1020.1,12.6,49,2.7,6.5,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,3
捷運公館站(2號出口),2024-03-08,2,1,2,1020.3,12.6,51,2.1,5.6,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1
捷運公館站(2號出口),2024-03-08,3,5,1,1019.7,12.7,55,3,5.7,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,4
捷運公館站(2號出口),2024-03-08,5,2,3,1018.5,13,58,2.8,10.1,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1
捷運公館站(2號出口),2024-03-08,6,19,7,1019.4,13.2,59,1.9,6.6,0.0,0,0,0,99,FALSE,FALSE,FALSE,FALSE,FALSE,0,12
