"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1002.2","1005.7","28.0","24.9","83","1.5","170","4.8","190","0.0","0.0","--","0.00","--","0","--"
"02","1002.3","1005.8","27.9","24.3","81","2.0","170","3.6","180","0.0","0.0","--","0.00","--","0","--"
"03","1002.1","1005.6","27.7","24.6","83","1.2","160","3.9","180","0.0","0.0","--","0.00","--","0","--"
"04","1002.1","1005.6","27.5","24.2","82","2.2","180","3.6","170","0.0","0.0","--","0.00","--","0","--"
"05","1002.7","1006.2","27.5","24.2","82","1.2","220","3.4","180","0.0","0.0","--","0.00","--","0","--"
"06","1003.0","1006.5","27.8","24.5","82","1.3","190","2.3","180","0.0","0.0","0.0","0.04","--","0","--"
"07","1003.3","1006.7","28.8","24.2","76","1.2","230","4.2","230","0.0","0.0","0.7","0.48","--","0","--"
"08","1003.6","1007.0","30.6","25.0","72","1.1","250","5.1","340","0.0","0.0","0.9","1.24","13.0","2","6.0"
"09","1003.7","1007.1","32.1","25.0","66","1.5","270","5.4","330","0.0","0.0","0.8","1.85","13.0","4","7.0"
"10","1003.6","1007.0","31.3","25.2","70","2.0","330","8.0","340","0.0","0.0","0.6","2.09","--","5","--"
"11","1003.7","1007.1","30.9","26.0","75","1.8","340","8.1","350","0.0","0.0","0.1","1.49","12.0","5","9.0"
"12","1003.3","1006.7","31.6","25.7","71","0.8","320","5.8","280","0.0","0.0","0.0","1.41","--","5","--"
"13","1002.8","1006.2","30.6","25.2","73","2.9","240","5.9","230","0.0","0.0","0.0","1.27","--","4","--"
"14","1001.8","1005.2","31.4","25.0","69","2.6","240","5.6","240","0.0","0.0","0.0","1.42","13.0","5","9.0"
"15","1001.3","1004.7","32.1","25.5","68","1.4","240","5.0","250","0.0","0.0","0.1","1.49","--","4","--"
"16","1001.2","1004.6","29.7","26.5","83","1.8","30","7.9","10","T","0.9","0.0","0.80","--","2","--"
"17","1001.2","1004.6","31.2","26.3","75","1.3","110","3.6","60","0.0","0.0","0.3","0.94","25.0","1","8.0"
"18","1001.8","1005.2","31.6","25.2","69","1.4","160","2.5","40","0.0","0.0","0.7","0.53","--","0","--"
"19","1002.4","1005.8","31.3","24.5","67","0.5","60","2.8","360","0.0","0.0","0.0","0.05","--","0","--"
"20","1002.8","1006.2","31.2","24.6","68","1.6","20","3.4","10","0.0","0.0","--","0.00","--","0","--"
"21","1003.0","1006.4","30.8","24.2","68","1.1","10","3.3","360","0.0","0.0","--","0.00","--","0","--"
"22","1003.2","1006.6","30.6","25.0","72","1.0","40","4.2","360","0.0","0.0","--","0.00","--","0","--"
"23","1002.7","1006.1","30.0","25.5","77","0.7","150","3.6","360","0.0","0.0","--","0.00","--","0","--"
"24","1002.2","1005.6","29.5","25.7","80","1.5","170","3.1","180","0.0","0.0","--","0.00","--","0","--"
