"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1004.7","1008.2","26.3","22.4","79","2.1","180","4.9","150","0.0","0.0","--","0.00","--","0","--"
"02","1004.3","1007.8","25.8","22.9","84","0.9","190","3.4","180","0.0","0.0","--","0.00","--","0","--"
"03","1004.4","1007.9","25.9","22.6","82","1.7","190","4.3","190","0.0","0.0","--","0.00","--","0","--"
"04","1004.4","1007.9","25.8","22.7","83","1.2","220","4.2","180","0.0","0.0","--","0.00","--","0","--"
"05","1004.3","1007.8","25.6","22.9","85","1.0","190","2.8","180","0.0","0.0","--","0.00","--","0","--"
"06","1004.3","1007.8","25.9","23.8","88","1.0","140","2.9","170","0.0","0.0","0.4","0.11","--","0","--"
"07","1004.4","1007.9","27.0","24.3","85","0.8","130","1.9","130","0.0","0.0","1.0","0.73","--","1","--"
"08","1004.3","1007.8","28.7","23.8","75","1.3","160","2.2","220","0.0","0.0","1.0","1.50","70.0","2","6.0"
"09","1004.1","1007.5","30.6","24.0","68","0.9","170","2.1","150","0.0","0.0","1.0","2.24","70.0","5","6.0"
"10","1003.8","1007.2","32.4","23.9","61","1.1","310","3.1","310","0.0","0.0","1.0","2.71","--","7","--"
"11","1003.4","1006.8","33.4","23.5","56","0.9","210","4.5","270","0.0","0.0","0.8","2.87","50.0","9","8.0"
"12","1003.0","1006.4","33.9","24.2","57","1.2","270","4.1","310","0.0","0.0","0.3","2.19","--","7","--"
"13","1002.7","1006.1","34.6","25.7","60","3.6","290","7.8","300","0.0","0.0","0.5","2.56","--","8","--"
"14","1002.5","1005.9","32.9","25.7","66","2.1","300","8.5","300","0.0","0.0","0.1","1.11","40.0","4","9.0"
"15","1002.6","1006.0","32.3","25.2","66","2.8","290","8.7","310","T","0.1","0.1","0.97","--","3","--"
"16","1002.4","1005.8","30.4","26.1","78","2.3","120","7.4","310","T","0.2","0.0","0.28","--","1","--"
"17","1002.6","1006.0","30.9","26.0","75","1.8","140","5.6","100","0.0","0.0","0.1","0.74","35.0","1","8.0"
"18","1002.2","1005.6","31.5","24.1","65","2.2","240","4.8","300","0.0","0.0","0.7","0.76","--","0","--"
"19","1002.7","1006.1","30.6","25.0","72","1.5","220","6.1","240","0.0","0.0","0.2","0.10","--","0","--"
"20","1003.1","1006.5","30.4","25.5","75","1.8","160","2.9","180","0.0","0.0","--","0.00","--","0","--"
"21","1003.6","1007.0","29.7","25.2","77","2.1","180","3.3","170","0.0","0.0","--","0.00","--","0","--"
"22","1003.3","1006.7","29.3","25.7","81","2.1","170","3.9","170","0.0","0.0","--","0.00","--","0","--"
"23","1002.8","1006.2","28.6","25.6","84","0.7","180","4.1","160","0.0","0.0","--","0.00","--","0","--"
"24","1002.3","1005.7","28.5","25.3","83","1.0","220","2.2","170","0.0","0.0","--","0.00","--","0","--"
