"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1017.5","1021.1","17.0","15.0","88","1.2","160","2.5","160","0.0","0.0","--","0.00","--","0","--"
"02","1017.2","1020.8","16.9","14.9","88","1.5","170","2.4","170","0.0","0.0","--","0.00","--","0","--"
"03","1017.1","1020.7","16.6","14.6","88","0.8","200","2.8","160","0.0","0.0","--","0.00","--","0","--"
"04","1017.2","1020.8","16.1","13.4","84","0.8","150","3.3","160","0.0","0.0","--","0.00","--","0","--"
"05","1017.4","1021.0","16.2","13.3","83","1.7","170","2.6","170","0.0","0.0","--","0.00","--","0","--"
"06","1017.9","1021.6","15.6","13.1","85","1.4","160","3.5","170","0.0","0.0","0.0","0.00","--","0","--"
"07","1018.5","1022.2","15.7","13.2","85","1.0","160","2.7","170","0.0","0.0","0.0","0.01","--","0","--"
"08","1019.1","1022.8","16.0","13.3","84","0.9","200","2.2","200","0.0","0.0","0.0","0.20","5.0","0","6.0"
"09","1019.2","1022.8","17.3","12.8","75","1.3","160","2.5","140","0.0","0.0","0.4","0.76","10.0","1","2.0"
"10","1019.0","1022.6","18.9","13.8","72","0.8","260","2.7","170","0.0","0.0","1.0","1.61","--","3","--"
"11","1018.2","1021.8","19.8","14.0","69","0.9","150","2.5","250","0.0","0.0","1.0","2.12","10.0","4","1.0"
"12","1017.1","1020.7","20.7","12.7","60","0.6","70","3.4","110","0.0","0.0","1.0","2.36","--","5","--"
"13","1016.1","1019.7","22.5","13.9","58","0.8","310","3.0","340","0.0","0.0","1.0","2.34","--","5","--"
"14","1015.8","1019.4","22.7","15.6","64","3.3","320","6.3","340","0.0","0.0","1.0","2.08","15.0","4","3.0"
"15","1015.7","1019.3","20.7","14.8","69","2.2","100","5.5","310","0.0","0.0","0.5","1.25","--","2","--"
"16","1016.1","1019.7","19.9","15.4","75","3.5","90","7.2","80","0.0","0.0","0.1","0.37","--","1","--"
"17","1016.9","1020.5","19.3","14.8","75","2.5","90","6.8","120","0.0","0.0","0.3","0.25","12.0","0","5.0"
"18","1017.5","1021.1","18.7","14.6","77","2.9","100","7.6","80","0.0","0.0","0.0","0.01","--","0","--"
"19","1018.2","1021.8","18.5","14.4","77","1.6","110","8.2","80","0.0","0.0","0.0","0.00","--","0","--"
"20","1018.6","1022.2","18.0","14.1","78","1.8","100","4.6","110","0.0","0.0","--","0.00","--","0","--"
"21","1018.8","1022.4","17.9","14.0","78","1.9","120","4.6","60","0.0","0.0","--","0.00","--","0","--"
"22","1019.1","1022.7","17.6","13.9","79","2.3","120","4.3","100","0.0","0.0","--","0.00","--","0","--"
"23","1019.4","1023.0","17.7","13.4","76","1.8","110","4.0","130","0.0","0.0","--","0.00","--","0","--"
"24","1019.4","1023.0","18.1","12.6","70","2.1","90","6.6","120","0.0","0.0","--","0.00","--","0","--"
