"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1015.7","1019.4","14.0","13.2","95","2.1","120","5.9","70","1.5","0.6","--","0.00","--","0","--"
"02","1015.7","1019.4","13.7","13.2","97","1.4","90","5.5","130","3.0","0.9","--","0.00","--","0","--"
"03","1015.1","1018.8","13.5","13.0","97","1.8","120","4.5","90","2.0","0.9","--","0.00","--","0","--"
"04","1014.7","1018.4","13.5","12.6","94","1.6","110","6.6","90","0.5","0.8","--","0.00","--","0","--"
"05","1015.5","1019.2","13.5","12.9","96","1.8","100","5.4","110","1.0","0.6","--","0.00","--","0","--"
"06","1015.5","1019.2","13.5","13.0","97","2.0","100","5.5","70","1.0","0.7","0.0","0.00","--","0","--"
"07","1016.2","1019.9","13.5","12.7","95","2.2","100","5.9","80","0.5","0.2","0.0","0.00","--","0","--"
"08","1016.9","1020.6","13.8","12.5","92","1.9","90","6.5","110","0.0","0.0","0.0","0.03","20.0","0","10.0"
"09","1016.2","1019.9","13.8","12.9","94","2.0","100","7.1","90","T","0.7","0.0","0.13","20.0","0","10.0"
"10","1017.1","1020.8","14.3","12.9","91","1.7","110","7.1","90","T","0.3","0.0","0.28","--","1","--"
"11","1017.1","1020.8","14.4","12.6","89","2.5","100","7.9","70","0.0","0.0","0.0","0.57","25.0","2","10.0"
"12","1015.8","1019.5","15.3","12.4","83","3.3","90","7.6","80","0.0","0.0","0.0","0.79","--","3","--"
"13","1016.0","1019.7","14.6","11.6","82","2.4","80","10.0","80","0.0","0.0","0.0","0.70","--","2","--"
"14","1015.5","1019.2","14.3","11.6","84","3.0","90","8.8","90","0.0","0.0","0.0","0.33","40.0","1","10.0"
"15","1015.6","1019.3","13.9","11.1","83","3.2","90","8.9","60","0.0","0.0","0.0","0.21","--","1","--"
"16","1015.4","1019.1","13.6","11.1","85","2.9","90","8.1","90","T","0.1","0.0","0.11","--","0","--"
"17","1015.8","1019.5","13.1","11.2","88","3.2","90","8.6","90","T","1.0","0.0","0.05","10.0","0","10.0"
"18","1015.8","1019.5","13.1","11.0","87","3.1","90","8.4","50","T","0.6","0.0","0.01","--","0","--"
"19","1016.4","1020.1","13.2","11.3","88","3.2","90","9.9","120","T","0.1","0.0","0.00","--","0","--"
"20","1016.6","1020.3","13.1","11.8","92","3.9","110","9.1","90","T","0.4","--","0.00","--","0","--"
"21","1017.1","1020.8","12.9","12.1","95","3.4","90","8.0","110","T","0.8","--","0.00","--","0","--"
"22","1017.6","1021.3","13.0","12.4","96","2.2","110","7.4","110","0.5","0.7","--","0.00","--","0","--"
"23","1017.8","1021.5","12.8","12.3","97","1.3","100","4.6","120","1.0","1.0","--","0.00","--","0","--"
"24","1017.4","1021.1","12.8","12.3","97","1.6","130","5.4","100","2.0","1.0","--","0.00","--","0","--"
