"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1013.6","1017.1","23.2","20.7","86","0.8","120","3.8","180","0.0","0.0","--","0.00","--","0","--"
"02","1013.5","1017.0","23.1","20.6","86","1.2","200","1.9","200","0.0","0.0","--","0.00","--","0","--"
"03","1013.5","1017.1","22.9","20.4","86","1.4","170","2.1","200","0.0","0.0","--","0.00","--","0","--"
"04","1013.4","1017.0","22.7","20.4","87","1.5","170","2.8","160","0.0","0.0","--","0.00","--","0","--"
"05","1014.1","1017.7","22.2","20.1","88","1.2","140","2.5","140","0.0","0.0","--","0.00","--","0","--"
"06","1014.6","1018.2","21.5","20.1","92","0.5","150","1.6","180","0.0","0.0","0.0","0.00","--","0","--"
"07","1015.2","1018.8","21.9","20.4","91","0.8","200","1.7","180","0.0","0.0","0.0","0.06","--","0","--"
"08","1015.9","1019.5","22.9","20.4","86","0.5","180","1.5","200","0.0","0.0","0.8","0.51","13.0","0","4.0"
"09","1016.5","1020.1","23.3","20.6","85","2.0","100","5.4","100","0.0","0.0","0.1","0.58","12.0","1","9.0"
"10","1016.8","1020.4","23.0","19.4","80","3.2","100","10.7","90","0.0","0.0","0.4","1.49","--","4","--"
"11","1017.1","1020.7","22.7","18.3","76","3.5","100","9.9","110","0.0","0.0","0.3","1.76","60.0","6","9.0"
"12","1016.7","1020.3","21.4","16.8","75","4.8","100","13.6","70","0.0","0.0","0.0","1.34","--","5","--"
"13","1016.4","1020.0","21.1","16.5","75","2.7","80","11.3","80","0.0","0.0","0.0","1.46","--","5","--"
"14","1015.9","1019.5","20.6","16.0","75","3.9","100","10.7","110","0.0","0.0","0.0","1.63","60.0","5","9.0"
"15","1016.0","1019.6","19.7","15.6","77","3.3","60","12.0","90","0.0","0.0","0.0","1.02","--","3","--"
"16","1015.9","1019.5","18.8","14.9","78","5.0","80","11.7","60","0.0","0.0","0.0","0.46","--","1","--"
"17","1016.0","1019.6","18.5","14.8","79","3.7","100","14.0","80","0.0","0.0","0.0","0.25","40.0","0","10.0"
"18","1016.4","1020.0","17.9","14.8","82","3.6","90","11.2","80","0.0","0.0","0.0","0.04","--","0","--"
"19","1016.8","1020.4","17.6","14.5","82","4.4","100","11.9","90","0.0","0.0","0.0","0.00","--","0","--"
"20","1017.3","1020.9","17.2","14.7","85","4.0","100","11.9","90","0.0","0.0","--","0.00","--","0","--"
"21","1017.5","1021.1","17.2","14.8","86","3.7","110","10.9","80","0.0","0.0","--","0.00","--","0","--"
"22","1017.8","1021.4","17.0","14.5","85","2.9","100","11.5","80","0.0","0.0","--","0.00","--","0","--"
"23","1018.4","1022.0","16.9","14.2","84","2.7","100","10.6","100","0.0","0.0","--","0.00","--","0","--"
"24","1018.9","1022.5","16.7","13.6","82","3.6","90","9.6","100","0.0","0.0","--","0.00","--","0","--"
