"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1002.7","1006.2","24.9","23.7","93","0.5","200","3.4","240","0.0","0.0","--","0.00","--","0","--"
"02","1002.5","1006.0","24.6","23.4","93","0.7","160","2.2","170","0.0","0.0","--","0.00","--","0","--"
"03","1002.2","1005.7","24.5","23.3","93","0.5","180","2.9","180","0.0","0.0","--","0.00","--","0","--"
"04","1002.1","1005.6","24.7","23.1","91","0.9","160","2.7","150","0.0","0.0","--","0.00","--","0","--"
"05","1002.0","1005.5","24.5","23.1","92","0.6","190","3.0","130","0.0","0.0","--","0.00","--","0","--"
"06","1002.4","1005.9","24.9","23.2","90","0.6","140","3.5","180","0.0","0.0","0.2","0.15","--","0","--"
"07","1002.6","1006.1","25.9","23.6","87","0.4","100","2.3","130","0.0","0.0","0.5","0.52","--","1","--"
"08","1002.2","1005.7","27.6","23.8","80","0.4","130","1.6","130","0.0","0.0","0.5","1.48","25.0","2","8.0"
"09","1001.8","1005.2","29.6","23.8","71","0.9","140","2.7","140","0.0","0.0","0.9","2.56","20.0","5","8.0"
"10","1001.1","1004.5","30.7","22.6","62","0.7","120","3.1","110","0.0","0.0","0.6","2.59","--","7","--"
"11","1000.5","1003.9","31.3","23.4","63","0.7","320","4.1","340","0.0","0.0","0.2","1.89","18.0","7","9.0"
"12","999.7","1003.1","32.0","22.7","58","0.4","170","4.6","350","0.0","0.0","0.1","2.31","--","8","--"
"13","999.6","1003.0","28.8","25.6","83","1.8","320","8.7","340","0.5","0.2","0.0","0.66","--","3","--"
"14","999.7","1003.2","27.2","26.2","94","0.5","V","8.1","310","14.0","1.0","0.0","0.45","11.0","2","10.0"
"15","998.8","1002.3","27.2","25.6","91","1.1","110","3.0","360","T","0.6","0.0","0.77","--","3","--"
"16","997.9","1001.3","28.0","25.4","86","0.7","140","4.0","100","T","0.1","0.1","0.90","--","2","--"
"17","997.2","1000.6","28.0","24.6","82","1.1","140","4.1","130","0.0","0.0","0.0","0.61","15.0","1","8.0"
"18","997.3","1000.7","28.3","24.1","78","1.3","140","2.8","160","0.0","0.0","0.2","0.37","--","0","--"
"19","997.7","1001.1","27.8","24.7","83","0.6","130","2.8","130","0.0","0.0","0.0","0.03","--","0","--"
"20","997.5","1000.9","27.6","25.2","87","1.1","140","2.9","120","T","0.2","--","0.00","--","0","--"
"21","998.1","1001.5","27.2","25.4","90","1.2","150","2.8","140","T","0.1","--","0.00","--","0","--"
"22","997.7","1001.1","26.9","25.3","91","0.9","160","3.5","150","0.0","0.0","--","0.00","--","0","--"
"23","997.5","1001.0","26.8","24.7","88","0.6","140","2.7","170","0.0","0.0","--","0.00","--","0","--"
"24","997.5","1001.0","26.5","24.7","90","0.3","220","2.2","140","0.0","0.0","--","0.00","--","0","--"
