"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1008.0","1011.5","25.1","23.7","92","1.1","120","1.9","350","0.0","0.0","--","0.00","--","0","--"
"02","1008.2","1011.7","25.3","23.5","90","0.8","200","2.8","170","0.0","0.0","--","0.00","--","0","--"
"03","1007.8","1011.3","25.0","23.6","92","0.9","150","2.0","180","0.0","0.0","--","0.00","--","0","--"
"04","1007.7","1011.2","24.4","23.4","94","0.4","180","1.7","170","0.0","0.0","--","0.00","--","0","--"
"05","1007.7","1011.2","24.4","23.5","95","0.9","200","1.5","210","0.0","0.0","--","0.00","--","0","--"
"06","1008.4","1011.9","24.5","23.5","94","1.0","150","1.9","160","0.0","0.0","0.0","0.01","--","0","--"
"07","1008.9","1012.4","25.4","23.6","90","0.5","80","1.6","20","0.0","0.0","0.0","0.30","--","0","--"
"08","1009.2","1012.7","27.4","23.9","81","1.5","270","5.0","280","0.0","0.0","0.7","0.88","13.0","1","4.0"
"09","1009.7","1013.2","28.5","24.1","77","1.9","290","5.4","260","0.0","0.0","0.5","1.28","13.0","2","4.0"
"10","1009.9","1013.4","29.9","24.3","72","1.0","260","5.5","260","0.0","0.0","0.8","2.14","--","4","--"
"11","1009.8","1013.2","30.9","24.1","67","1.9","270","5.2","300","0.0","0.0","0.9","2.74","20.0","6","5.0"
"12","1009.4","1012.8","32.2","23.7","61","1.3","290","5.1","280","0.0","0.0","0.8","2.93","--","7","--"
"13","1008.7","1012.1","32.7","22.5","55","2.3","270","6.6","270","0.0","0.0","0.9","2.90","--","7","--"
"14","1007.9","1011.3","33.5","22.6","53","1.5","290","5.7","340","0.0","0.0","1.0","2.89","25.0","6","5.0"
"15","1007.6","1011.0","31.7","23.8","63","2.2","340","5.9","340","0.0","0.0","0.5","1.76","--","3","--"
"16","1007.7","1011.1","30.2","23.9","69","2.7","50","6.0","340","0.0","0.0","0.0","0.52","--","1","--"
"17","1008.1","1011.6","29.5","24.2","73","3.2","340","5.8","350","0.0","0.0","0.0","0.20","20.0","0","10.0"
"18","1008.8","1012.3","28.8","24.4","77","1.8","340","5.2","330","0.0","0.0","0.0","0.10","--","0","--"
"19","1009.3","1012.8","28.2","24.4","80","0.7","260","4.2","340","0.0","0.0","0.0","0.00","--","0","--"
"20","1009.8","1013.3","27.7","24.8","84","0.8","70","4.0","330","0.0","0.0","--","0.00","--","0","--"
"21","1010.5","1014.0","26.9","24.9","89","2.4","80","5.0","100","0.0","0.0","--","0.00","--","0","--"
"22","1010.5","1014.0","26.4","24.6","90","2.4","90","5.1","80","0.0","0.0","--","0.00","--","0","--"
"23","1010.4","1013.9","26.1","24.5","91","2.2","90","5.4","80","0.0","0.0","--","0.00","--","0","--"
"24","1010.0","1013.5","25.9","24.5","92","2.9","100","5.9","50","0.0","0.0","--","0.00","--","0","--"
