"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1006.7","1010.2","27.9","23.5","77","1.0","190","3.7","210","0.0","0.0","--","0.00","--","0","--"
"02","1006.2","1009.7","27.3","23.8","81","1.0","210","3.0","230","0.0","0.0","--","0.00","--","0","--"
"03","1006.0","1009.5","27.3","23.6","80","1.2","180","3.4","180","0.0","0.0","--","0.00","--","0","--"
"04","1006.3","1009.8","27.0","24.1","84","1.0","170","2.6","160","0.0","0.0","--","0.00","--","0","--"
"05","1006.2","1009.7","27.1","23.4","80","1.3","220","2.6","180","0.0","0.0","--","0.00","--","0","--"
"06","1006.6","1010.1","26.8","22.9","79","1.3","170","4.1","160","0.0","0.0","0.4","0.11","--","0","--"
"07","1006.7","1010.2","27.9","23.1","75","1.6","190","3.2","200","0.0","0.0","1.0","0.70","--","1","--"
"08","1006.7","1010.1","29.6","23.3","69","0.9","220","2.5","190","0.0","0.0","1.0","1.47","60.0","2","1.0"
"09","1006.7","1010.1","32.1","23.9","62","1.1","330","3.5","300","0.0","0.0","1.0","2.27","60.0","4","6.0"
"10","1006.7","1010.1","32.4","23.7","60","0.8","300","4.6","360","0.0","0.0","0.7","2.43","--","6","--"
"11","1006.5","1009.9","32.9","23.6","58","1.2","290","5.2","350","0.0","0.0","0.6","2.57","60.0","7","9.0"
"12","1006.0","1009.4","33.4","24.6","60","1.6","330","5.0","350","0.0","0.0","0.8","2.88","--","8","--"
"13","1005.4","1008.8","33.8","24.4","58","3.2","360","6.4","20","0.0","0.0","0.7","2.84","--","8","--"
"14","1004.8","1008.2","34.8","23.8","53","2.5","320","7.2","350","0.0","0.0","1.0","3.29","60.0","8","7.0"
"15","1004.5","1007.9","34.7","23.7","53","2.1","330","7.0","350","0.0","0.0","0.9","2.73","--","6","--"
"16","1006.9","1010.4","26.4","23.7","85","4.7","180","11.9","190","6.5","0.2","0.0","0.35","--","1","--"
"17","1005.8","1009.3","24.7","23.0","90","2.2","110","14.5","150","44.5","1.0","0.0","0.04","40.0","0","9.0"
"18","1005.9","1009.4","25.0","22.7","87","1.6","190","3.8","250","T","0.3","0.0","0.11","--","0","--"
"19","1007.5","1011.0","25.2","22.9","87","1.4","150","4.7","110","0.0","0.0","0.1","0.13","--","0","--"
"20","1007.3","1010.8","25.7","22.2","81","2.2","150","5.2","140","0.0","0.0","--","0.00","--","0","--"
"21","1006.4","1009.9","25.4","22.7","85","0.4","90","4.4","180","0.0","0.0","--","0.00","--","0","--"
"22","1006.1","1009.6","25.9","22.2","80","1.4","200","3.3","180","0.0","0.0","--","0.00","--","0","--"
"23","1006.0","1009.5","25.3","22.0","82","0.8","190","2.3","180","0.0","0.0","--","0.00","--","0","--"
"24","1006.1","1009.6","25.9","21.8","78","1.8","190","3.6","190","0.0","0.0","--","0.00","--","0","--"
