"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1010.9","1014.4","23.7","22.1","91","1.0","200","2.3","180","0.0","0.0","--","0.00","--","0","--"
"02","1010.4","1013.9","23.6","21.9","90","1.4","170","2.5","160","0.0","0.0","--","0.00","--","0","--"
"03","1009.8","1013.3","23.1","21.6","91","1.2","190","3.3","180","0.0","0.0","--","0.00","--","0","--"
"04","1009.8","1013.3","22.7","21.3","92","0.7","190","2.2","170","0.0","0.0","--","0.00","--","0","--"
"05","1010.3","1013.8","22.8","20.7","88","1.0","160","3.6","160","0.0","0.0","--","0.00","--","0","--"
"06","1011.0","1014.5","22.9","20.6","87","1.7","160","3.0","140","0.0","0.0","0.0","0.00","--","0","--"
"07","1011.5","1015.0","22.9","20.3","85","1.5","170","3.8","160","0.0","0.0","0.3","0.19","--","0","--"
"08","1012.5","1016.0","24.0","20.9","83","1.5","170","3.1","140","0.0","0.0","0.1","0.48","13.0","1","9.0"
"09","1012.3","1015.8","25.0","21.5","81","1.5","120","2.9","170","0.0","0.0","0.0","0.69","15.0","1","9.0"
"10","1012.0","1015.5","27.6","22.3","73","0.8","170","2.6","80","0.0","0.0","0.6","2.06","--","5","--"
"11","1011.3","1014.8","29.9","22.4","64","1.1","250","3.9","280","0.0","0.0","0.7","2.53","15.0","7","8.0"
"12","1010.7","1014.1","30.8","23.5","65","0.8","330","5.3","310","0.0","0.0","0.3","2.08","--","6","--"
"13","1009.9","1013.4","29.6","23.8","71","1.5","330","5.9","340","0.0","0.0","0.4","2.18","--","7","--"
"14","1009.2","1012.7","28.7","23.8","75","2.7","340","6.8","340","0.0","0.0","0.3","1.69","13.0","5","9.0"
"15","1008.8","1012.3","28.4","23.8","76","2.4","340","5.7","330","0.0","0.0","0.0","0.74","--","2","--"
"16","1008.6","1012.1","28.5","23.2","73","2.4","280","6.6","300","0.0","0.0","0.0","0.61","--","1","--"
"17","1008.8","1012.3","27.9","22.9","74","2.8","280","6.9","270","0.0","0.0","0.1","0.58","25.0","1","8.0"
"18","1009.0","1012.5","26.8","23.1","80","1.9","240","6.8","280","0.0","0.0","0.1","0.18","--","0","--"
"19","1009.5","1013.0","26.8","23.3","81","1.2","260","5.1","200","0.0","0.0","0.0","0.00","--","0","--"
"20","1010.3","1013.8","26.9","23.4","81","0.9","260","3.4","310","0.0","0.0","--","0.00","--","0","--"
"21","1011.1","1014.6","26.7","23.4","82","0.4","170","2.5","330","0.0","0.0","--","0.00","--","0","--"
"22","1011.1","1014.6","26.3","23.4","84","1.0","200","2.3","240","0.0","0.0","--","0.00","--","0","--"
"23","1011.2","1014.7","25.7","23.2","86","0.8","200","2.1","260","0.0","0.0","--","0.00","--","0","--"
"24","1011.2","1014.7","25.2","23.3","89","1.3","160","2.7","180","0.0","0.0","--","0.00","--","0","--"
