"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1005.5","1009.0","22.5","17.0","71","3.0","110","8.7","100","0.0","0.0","--","0.00","--","0","--"
"02","1005.3","1008.8","22.5","17.0","71","3.2","110","7.8","100","0.0","0.0","--","0.00","--","0","--"
"03","1005.4","1008.9","22.7","17.0","70","2.1","120","6.5","110","0.0","0.0","--","0.00","--","0","--"
"04","1005.4","1008.9","22.7","17.2","71","2.6","110","7.0","120","T","0.1","--","0.00","--","0","--"
"05","1005.8","1009.3","22.8","17.1","70","2.1","110","7.8","130","0.0","0.0","--","0.00","--","0","--"
"06","1006.3","1009.8","22.8","17.1","70","2.5","110","6.8","100","0.0","0.0","0.0","0.05","--","0","--"
"07","1006.8","1010.3","23.1","17.3","70","3.1","110","7.6","120","0.0","0.0","0.0","0.26","--","0","--"
"08","1006.7","1010.2","23.6","17.6","69","4.1","100","9.5","100","0.0","0.0","0.0","0.72","35.0","1","9.0"
"09","1006.7","1010.2","24.0","17.7","68","3.3","100","11.4","120","0.0","0.0","0.0","1.10","35.0","3","9.0"
"10","1006.3","1009.8","24.0","18.0","69","4.6","110","10.3","100","0.0","0.0","0.0","1.09","--","3","--"
"11","1005.5","1009.0","25.0","18.9","69","4.2","120","10.1","90","0.0","0.0","0.0","1.73","35.0","6","8.0"
"12","1004.8","1008.3","25.8","19.2","67","2.9","80","11.4","80","0.0","0.0","0.6","2.91","--","10","--"
"13","1004.6","1008.1","25.3","19.2","69","3.5","100","11.7","60","0.0","0.0","0.3","2.59","--","8","--"
"14","1004.3","1007.8","25.4","19.5","70","4.0","80","9.9","70","0.0","0.0","0.2","2.37","30.0","7","9.0"
"15","1004.2","1007.7","24.9","19.7","73","4.9","100","13.5","90","0.0","0.0","0.0","1.43","--","4","--"
"16","1004.0","1007.5","24.8","19.9","74","4.3","100","11.3","100","0.0","0.0","0.0","1.05","--","2","--"
"17","1004.2","1007.7","24.6","19.9","75","3.0","90","11.7","110","0.0","0.0","0.0","0.42","35.0","1","10.0"
"18","1004.1","1007.6","24.2","19.9","77","4.7","90","11.6","70","T","0.4","0.0","0.23","--","0","--"
"19","1004.6","1008.1","24.1","20.2","79","4.3","100","10.9","110","T","0.1","0.0","0.02","--","0","--"
"20","1004.8","1008.3","24.1","20.4","80","4.1","100","12.1","120","T","0.2","--","0.00","--","0","--"
"21","1005.1","1008.6","24.2","21.1","83","3.4","90","10.0","100","0.0","0.0","--","0.00","--","0","--"
"22","1005.7","1009.2","24.4","21.3","83","3.2","100","9.5","80","0.0","0.0","--","0.00","--","0","--"
"23","1005.2","1008.7","24.4","21.7","85","3.0","110","8.9","100","0.0","0.0","--","0.00","--","0","--"
"24","1004.5","1008.0","24.2","21.9","87","2.0","100","6.9","100","0.0","0.0","--","0.00","--","0","--"
