"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1006.0","1009.5","26.5","25.3","93","1.4","250","2.6","280","0.0","0.0","--","0.00","--","0","--"
"02","1005.6","1009.1","26.3","25.1","93","0.7","200","2.2","250","0.0","0.0","--","0.00","--","0","--"
"03","1005.6","1009.1","26.3","23.8","86","1.7","180","3.1","190","0.0","0.0","--","0.00","--","0","--"
"04","1005.9","1009.4","25.9","24.1","90","1.0","220","2.1","140","0.0","0.0","--","0.00","--","0","--"
"05","1005.8","1009.3","26.1","23.8","87","1.2","180","2.8","170","0.0","0.0","--","0.00","--","0","--"
"06","1006.5","1010.0","26.2","23.7","86","1.3","200","3.0","180","0.0","0.0","0.4","0.10","--","0","--"
"07","1007.0","1010.5","27.4","23.7","80","1.3","190","2.7","180","0.0","0.0","1.0","0.65","--","1","--"
"08","1007.3","1010.8","29.0","24.4","76","0.7","180","2.9","210","0.0","0.0","1.0","1.37","50.0","2","6.0"
"09","1007.1","1010.5","30.9","24.6","69","0.6","180","2.9","210","0.0","0.0","1.0","2.03","50.0","4","7.0"
"10","1006.6","1010.0","32.2","24.3","63","0.9","270","5.3","340","0.0","0.0","0.9","2.34","--","6","--"
"11","1006.1","1009.5","34.6","24.3","55","0.8","260","5.8","300","0.0","0.0","1.0","3.31","60.0","10","8.0"
"12","1005.7","1009.1","34.5","25.1","58","1.9","300","6.5","300","0.0","0.0","0.8","3.32","--","10","--"
"13","1005.2","1008.6","33.5","25.0","61","1.3","350","5.6","300","0.0","0.0","0.3","1.61","--","5","--"
"14","1006.3","1009.8","25.9","25.2","96","5.9","130","10.4","120","21.0","0.5","0.0","0.32","1.0","1","10.0"
"15","1006.2","1009.7","26.5","25.5","94","1.7","140","8.1","100","12.5","1.0","0.0","0.05","--","0","--"
"16","1005.8","1009.3","26.9","25.7","93","1.6","190","3.8","160","T","0.4","0.0","0.12","--","0","--"
"17","1005.4","1008.9","26.9","25.7","93","0.9","180","4.2","170","0.5","0.4","0.0","0.18","30.0","1","9.0"
"18","1005.4","1008.9","27.4","25.8","91","1.1","150","2.7","120","T","0.1","0.0","0.16","--","0","--"
"19","1005.4","1008.9","27.5","26.3","93","1.3","100","3.5","130","0.0","0.0","0.0","0.04","--","0","--"
"20","1005.0","1008.5","27.1","25.7","92","0.7","V","4.2","150","0.0","0.0","--","0.00","--","0","--"
"21","1005.1","1008.6","26.5","25.1","92","1.1","140","3.3","130","0.0","0.0","--","0.00","--","0","--"
"22","1005.6","1009.1","26.6","23.5","83","2.4","170","4.4","180","0.0","0.0","--","0.00","--","0","--"
"23","1005.4","1008.9","26.5","23.2","82","1.8","180","4.1","190","0.0","0.0","--","0.00","--","0","--"
"24","1004.9","1008.4","26.2","22.7","81","2.0","170","4.5","160","0.0","0.0","--","0.00","--","0","--"
