"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1002.7","1006.1","28.8","25.4","82","1.2","180","3.1","170","0.0","0.0","--","0.00","--","0","--"
"02","1002.2","1005.6","28.7","25.5","83","0.9","170","1.8","190","0.0","0.0","--","0.00","--","0","--"
"03","1002.2","1005.6","28.4","25.4","84","1.2","180","2.6","140","0.0","0.0","--","0.00","--","0","--"
"04","1002.4","1005.9","28.2","25.4","85","1.7","180","3.5","180","0.0","0.0","--","0.00","--","0","--"
"05","1002.9","1006.4","28.0","25.2","85","1.2","160","2.8","180","0.0","0.0","--","0.00","--","0","--"
"06","1003.7","1007.2","28.3","25.5","85","0.8","170","3.0","180","0.0","0.0","0.4","0.18","--","0","--"
"07","1004.0","1007.4","29.1","25.3","80","1.5","180","2.5","180","0.0","0.0","1.0","0.63","--","1","--"
"08","1004.1","1007.5","30.7","25.8","75","1.0","140","2.4","190","0.0","0.0","1.0","1.49","40.0","2","4.0"
"09","1003.7","1007.1","32.7","24.5","62","1.1","210","3.7","160","0.0","0.0","1.0","2.17","40.0","5","4.0"
"10","1003.3","1006.7","33.8","24.7","59","1.7","280","4.8","210","0.0","0.0","1.0","2.87","--","8","--"
"11","1002.6","1006.0","34.6","24.6","56","1.4","250","5.1","280","0.0","0.0","0.9","2.96","50.0","9","8.0"
"12","1002.2","1005.6","35.4","26.5","60","1.1","330","6.1","340","0.0","0.0","0.8","3.04","--","9","--"
"13","1001.9","1005.3","35.4","27.0","62","3.0","360","7.5","10","0.0","0.0","1.0","3.60","--","11","--"
"14","1001.7","1005.1","31.0","28.2","85","2.6","80","8.3","350","3.0","0.7","0.1","0.83","12.0","3","9.0"
"15","1003.2","1006.7","27.4","25.8","91","4.6","150","10.3","160","6.5","1.0","0.0","0.07","--","0","--"
"16","1002.3","1005.8","26.7","24.9","90","1.9","170","12.8","120","7.5","0.9","0.0","0.24","--","1","--"
"17","1002.0","1005.4","28.4","26.0","87","0.9","100","2.3","90","0.0","0.0","0.5","0.79","30.0","1","9.0"
"18","1002.4","1005.8","29.0","26.0","84","1.1","130","2.6","160","0.0","0.0","0.2","0.60","--","0","--"
"19","1002.8","1006.2","29.2","26.0","83","1.6","150","2.3","160","0.0","0.0","0.0","0.11","--","0","--"
"20","1003.1","1006.5","28.6","26.2","87","1.3","190","3.3","180","0.0","0.0","--","0.00","--","0","--"
"21","1003.6","1007.1","28.6","26.6","89","1.3","220","2.1","240","0.0","0.0","--","0.00","--","0","--"
"22","1004.1","1007.6","28.4","26.0","87","0.9","180","3.3","180","0.0","0.0","--","0.00","--","0","--"
"23","1004.1","1007.6","28.3","25.5","85","1.0","180","5.0","190","0.0","0.0","--","0.00","--","0","--"
"24","1003.8","1007.3","28.2","25.2","84","1.6","160","3.4","150","0.0","0.0","--","0.00","--","0","--"
