"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1004.1","1007.6","28.6","25.4","83","1.4","170","2.7","220","0.0","0.0","--","0.00","--","0","--"
"02","1004.2","1007.7","28.3","25.1","83","1.3","170","3.9","180","0.0","0.0","--","0.00","--","0","--"
"03","1003.8","1007.3","28.0","25.1","84","1.2","150","3.4","180","0.0","0.0","--","0.00","--","0","--"
"04","1003.8","1007.3","27.7","24.8","84","1.4","170","2.8","160","0.0","0.0","--","0.00","--","0","--"
"05","1003.9","1007.4","27.7","24.8","84","1.3","230","3.1","190","0.0","0.0","--","0.00","--","0","--"
"06","1004.3","1007.8","27.6","24.5","83","1.1","180","2.9","180","0.0","0.0","0.0","0.06","--","0","--"
"07","1004.8","1008.3","28.1","24.3","80","1.0","170","3.1","180","0.0","0.0","0.3","0.38","--","1","--"
"08","1004.4","1007.8","29.7","24.6","74","1.4","180","3.4","190","0.0","0.0","1.0","1.31","30.0","2","4.0"
"09","1004.3","1007.7","31.5","24.9","68","0.8","250","2.9","170","0.0","0.0","1.0","2.10","30.0","4","4.0"
"10","1003.8","1007.2","32.4","24.5","63","1.3","150","2.8","20","0.0","0.0","1.0","2.69","--","7","--"
"11","1003.5","1006.9","33.9","24.8","59","0.8","120","3.5","30","0.0","0.0","1.0","3.34","30.0","10","4.0"
"12","1002.8","1006.2","34.7","24.4","55","0.9","240","3.5","270","0.0","0.0","0.8","3.16","--","9","--"
"13","1002.2","1005.6","34.6","25.4","59","2.0","50","4.1","360","0.0","0.0","0.7","2.67","--","8","--"
"14","1001.8","1005.2","32.5","27.5","75","3.2","50","6.5","350","0.5","0.1","0.0","0.41","21.0","1","10.0"
"15","1001.8","1005.2","28.2","27.0","93","2.3","100","6.5","100","32.0","1.0","0.0","0.14","--","1","--"
"16","1002.3","1005.8","27.7","26.8","95","1.5","50","10.5","70","10.5","1.0","0.0","0.13","--","0","--"
"17","1002.2","1005.6","28.4","26.8","91","1.4","130","6.3","90","8.0","0.6","0.0","0.26","25.0","0","9.0"
"18","1002.8","1006.2","29.0","27.6","92","1.8","230","5.4","120","1.5","0.3","0.0","0.08","--","0","--"
"19","1003.5","1006.9","28.7","27.5","93","1.7","230","4.7","180","3.5","0.7","0.0","0.07","--","0","--"
"20","1004.3","1007.8","28.4","27.7","96","0.8","180","2.3","180","T","0.3","--","0.00","--","0","--"
"21","1004.4","1007.9","28.3","27.6","96","0.6","180","2.8","210","T","0.1","--","0.00","--","0","--"
"22","1004.8","1008.3","28.2","27.0","93","1.3","170","2.3","150","0.0","0.0","--","0.00","--","0","--"
"23","1004.3","1007.8","28.1","26.9","93","1.1","230","3.5","190","0.0","0.0","--","0.00","--","0","--"
"24","1003.5","1007.0","28.1","27.2","95","0.9","120","2.3","40","0.0","0.0","--","0.00","--","0","--"
