"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1013.7","1017.3","19.8","15.3","75","2.8","120","8.5","130","0.0","0.0","--","0.00","--","0","--"
"02","1013.6","1017.2","19.3","15.2","77","2.9","100","8.3","80","0.0","0.0","--","0.00","--","0","--"
"03","1013.9","1017.5","19.1","15.2","78","2.4","110","9.3","130","0.0","0.0","--","0.00","--","0","--"
"04","1013.7","1017.3","19.3","14.4","73","1.8","120","8.7","100","0.0","0.0","--","0.00","--","0","--"
"05","1013.9","1017.5","19.2","14.9","76","2.5","140","6.2","140","0.0","0.0","--","0.00","--","0","--"
"06","1014.1","1017.7","19.0","14.7","76","2.2","130","7.1","140","0.0","0.0","0.0","0.00","--","0","--"
"07","1014.3","1017.9","19.1","14.6","75","2.1","120","5.2","130","0.0","0.0","0.1","0.04","--","0","--"
"08","1014.4","1018.0","20.4","14.3","68","3.3","140","6.2","150","0.0","0.0","1.0","0.51","60.0","1","1.0"
"09","1014.9","1018.5","22.0","15.4","66","3.1","110","9.0","120","0.0","0.0","1.0","1.18","60.0","2","1.0"
"10","1014.4","1018.0","23.0","16.1","65","3.6","100","9.6","110","0.0","0.0","1.0","1.82","--","4","--"
"11","1013.5","1017.0","23.3","15.9","63","4.4","100","11.2","90","0.0","0.0","1.0","2.24","60.0","6","2.0"
"12","1012.8","1016.4","22.5","15.6","65","3.3","80","11.8","80","0.0","0.0","0.9","2.32","--","6","--"
"13","1011.6","1015.1","23.4","16.2","64","3.5","100","12.4","80","0.0","0.0","0.9","2.26","--","6","--"
"14","1011.3","1014.8","23.3","16.1","64","4.8","100","11.6","100","0.0","0.0","1.0","2.18","60.0","5","5.0"
"15","1011.7","1015.3","22.2","15.8","67","4.5","100","11.7","90","0.0","0.0","0.4","1.28","--","2","--"
"16","1012.1","1015.7","22.0","15.6","67","3.1","100","10.9","110","0.0","0.0","0.0","0.39","--","1","--"
"17","1012.7","1016.3","21.7","16.2","71","2.6","100","9.2","80","0.0","0.0","0.0","0.08","30.0","0","9.0"
"18","1013.2","1016.8","21.4","16.8","75","2.7","120","7.9","120","0.0","0.0","0.0","0.00","--","0","--"
"19","1013.9","1017.5","21.5","16.5","73","2.4","110","7.1","90","0.0","0.0","0.0","0.00","--","0","--"
"20","1014.4","1018.0","21.3","16.3","73","3.3","100","10.3","100","0.0","0.0","--","0.00","--","0","--"
"21","1014.9","1018.5","20.8","16.4","76","3.2","110","8.5","100","0.0","0.0","--","0.00","--","0","--"
"22","1014.9","1018.5","20.4","16.6","79","3.1","90","8.6","90","0.0","0.0","--","0.00","--","0","--"
"23","1014.9","1018.5","20.3","16.6","79","1.6","130","7.2","70","0.0","0.0","--","0.00","--","0","--"
"24","1014.8","1018.4","20.0","16.7","81","2.2","130","6.3","120","0.0","0.0","--","0.00","--","0","--"
