"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1001.6","1005.0","29.5","23.2","69","3.4","140","11.7","130","0.0","0.0","--","0.00","--","0","--"
"02","1001.5","1004.9","28.9","23.6","73","3.7","100","12.6","100","0.0","0.0","--","0.00","--","0","--"
"03","1002.2","1005.6","28.8","23.0","71","3.1","130","8.6","110","0.0","0.0","--","0.00","--","0","--"
"04","1002.3","1005.7","28.5","23.2","73","2.0","130","8.0","120","0.0","0.0","--","0.00","--","0","--"
"05","1002.9","1006.3","28.6","23.1","72","2.6","110","7.6","140","0.0","0.0","--","0.00","--","0","--"
"06","1003.4","1006.9","28.4","23.8","76","2.9","110","6.1","90","0.0","0.0","0.0","0.00","--","0","--"
"07","1004.0","1007.5","28.5","23.9","76","3.4","110","7.5","100","0.0","0.0","0.0","0.05","--","0","--"
"08","1004.8","1008.3","28.9","24.3","76","4.0","120","8.1","140","0.0","0.0","0.2","0.46","70.0","2","7.0"
"09","1005.0","1008.4","29.3","24.2","74","2.5","110","8.6","140","0.0","0.0","0.3","1.02","70.0","3","9.0"
"10","1005.2","1008.6","29.6","24.0","72","2.8","150","6.9","70","0.0","0.0","0.1","0.96","--","4","--"
"11","1004.9","1008.3","29.9","24.3","72","2.8","140","6.8","120","0.0","0.0","0.0","1.08","70.0","5","7.0"
"12","1004.1","1007.5","31.3","24.2","66","4.5","140","8.3","100","0.0","0.0","0.9","2.42","--","10","--"
"13","1003.7","1007.1","30.5","23.9","68","3.8","150","7.8","130","0.0","0.0","0.1","1.51","--","6","--"
"14","1003.2","1006.6","30.2","23.4","67","3.1","150","7.7","120","0.0","0.0","0.0","1.03","70.0","4","9.0"
"15","1003.3","1006.7","29.6","23.6","70","2.7","130","6.7","120","T","0.4","0.0","0.63","--","2","--"
"16","1003.6","1007.0","29.0","23.9","74","2.0","120","5.1","120","T","0.3","0.0","0.43","--","1","--"
"17","1003.8","1007.2","29.3","23.5","71","1.3","140","5.5","110","0.0","0.0","0.5","0.39","30.0","0","9.0"
"18","1004.6","1008.1","28.8","22.8","70","1.7","120","4.1","80","0.0","0.0","0.0","0.01","--","0","--"
"19","1005.0","1008.5","28.7","22.7","70","1.9","110","3.9","120","0.0","0.0","0.0","0.00","--","0","--"
"20","1005.6","1009.1","28.7","22.9","71","2.7","100","6.1","110","0.0","0.0","--","0.00","--","0","--"
"21","1006.0","1009.5","28.4","23.1","73","2.7","110","6.1","100","0.0","0.0","--","0.00","--","0","--"
"22","1006.2","1009.7","28.5","22.5","70","2.7","100","6.5","90","0.0","0.0","--","0.00","--","0","--"
"23","1005.9","1009.4","28.4","22.4","70","3.0","110","6.6","110","0.0","0.0","--","0.00","--","0","--"
"24","1005.6","1009.1","28.0","22.5","72","2.6","90","5.5","120","0.0","0.0","--","0.00","--","0","--"
