"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1003.5","1007.0","28.6","22.8","71","0.5","150","3.8","190","0.0","0.0","--","0.00","--","0","--"
"02","1003.5","1007.0","28.5","22.7","71","1.0","160","3.0","140","0.0","0.0","--","0.00","--","0","--"
"03","1003.6","1007.1","28.1","23.3","75","1.3","180","2.6","160","0.0","0.0","--","0.00","--","0","--"
"04","1004.0","1007.5","27.7","23.3","77","1.4","180","3.5","170","0.0","0.0","--","0.00","--","0","--"
"05","1004.1","1007.6","27.3","22.9","77","1.6","160","3.3","190","0.0","0.0","--","0.00","--","0","--"
"06","1004.4","1007.9","27.2","22.4","75","1.7","180","4.3","150","0.0","0.0","0.0","0.02","--","0","--"
"07","1004.9","1008.4","27.4","21.9","72","1.8","180","5.3","200","0.0","0.0","1.0","0.39","--","0","--"
"08","1005.5","1009.0","29.0","23.0","70","1.2","180","3.5","170","0.0","0.0","1.0","1.14","30.0","1","1.0"
"09","1005.5","1008.9","30.8","23.5","65","1.0","170","2.7","170","0.0","0.0","1.0","1.93","25.0","3","1.0"
"10","1005.4","1008.8","32.8","23.2","57","1.2","240","2.8","250","0.0","0.0","1.0","2.58","--","6","--"
"11","1004.9","1008.3","34.6","23.0","51","1.0","360","3.1","310","0.0","0.0","1.0","3.01","25.0","8","3.0"
"12","1004.5","1007.9","35.4","23.4","50","0.9","300","4.4","360","0.0","0.0","1.0","3.27","--","9","--"
"13","1003.7","1007.1","35.6","25.5","56","1.7","320","5.7","350","0.0","0.0","1.0","3.25","--","8","--"
"14","1003.3","1006.7","34.3","26.5","64","3.4","350","7.7","350","0.0","0.0","1.0","2.86","12.0","6","6.0"
"15","1003.3","1006.7","33.6","26.1","65","1.2","330","6.5","350","0.0","0.0","0.6","1.95","--","3","--"
"16","1003.7","1007.1","32.6","23.8","60","2.7","60","6.1","50","0.0","0.0","0.2","0.92","--","1","--"
"17","1003.6","1007.0","31.7","25.1","68","1.9","100","6.3","100","0.0","0.0","0.0","0.22","12.0","0","9.0"
"18","1004.2","1007.6","31.5","24.9","68","1.5","120","4.4","100","0.0","0.0","0.0","0.14","--","0","--"
"19","1004.5","1007.9","31.1","25.0","70","2.4","120","4.8","140","0.0","0.0","0.0","0.00","--","0","--"
"20","1004.9","1008.3","30.8","24.0","67","2.2","130","4.9","130","0.0","0.0","--","0.00","--","0","--"
"21","1005.2","1008.6","30.5","23.7","67","2.4","120","5.6","120","0.0","0.0","--","0.00","--","0","--"
"22","1005.3","1008.7","30.5","24.2","69","2.4","120","5.3","130","0.0","0.0","--","0.00","--","0","--"
"23","1005.1","1008.5","30.2","24.1","70","1.7","130","5.6","110","0.0","0.0","--","0.00","--","0","--"
"24","1005.1","1008.5","29.5","23.5","70","1.9","220","3.3","220","0.0","0.0","--","0.00","--","0","--"
