"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1005.4","1008.9","26.8","23.9","84","1.8","110","8.4","100","0.0","0.0","--","0.00","--","0","--"
"02","1004.8","1008.3","26.7","24.0","85","3.0","100","6.1","80","0.0","0.0","--","0.00","--","0","--"
"03","1004.4","1007.9","26.8","24.1","85","2.9","100","6.8","120","0.0","0.0","--","0.00","--","0","--"
"04","1004.3","1007.8","27.0","24.1","84","2.4","100","6.0","100","0.0","0.0","--","0.00","--","0","--"
"05","1004.2","1007.7","27.0","23.7","82","2.2","100","7.1","100","0.0","0.0","--","0.00","--","0","--"
"06","1004.9","1008.4","26.7","23.4","82","2.4","100","6.9","90","0.0","0.0","0.0","0.00","--","0","--"
"07","1005.5","1009.0","26.8","24.1","85","2.8","100","6.6","100","0.0","0.0","0.1","0.16","--","0","--"
"08","1006.0","1009.5","27.6","24.7","84","3.6","100","7.4","80","0.0","0.0","0.5","0.69","22.0","1","9.0"
"09","1006.1","1009.6","27.1","24.9","88","2.3","100","7.5","120","T","0.3","0.2","0.82","15.0","2","9.0"
"10","1006.3","1009.8","27.6","25.2","87","3.3","90","8.3","90","T","0.4","0.1","1.22","--","3","--"
"11","1005.8","1009.3","27.8","26.0","90","3.0","100","8.7","90","0.5","0.4","0.2","1.66","10.0","5","9.0"
"12","1005.3","1008.8","28.7","25.9","85","2.5","120","7.0","130","2.0","0.5","0.2","1.82","--","6","--"
"13","1003.9","1007.3","30.4","25.3","74","2.8","120","6.9","170","T","0.2","0.9","2.96","--","8","--"
"14","1003.6","1007.1","27.7","24.8","84","3.0","80","10.2","90","0.5","0.6","0.4","2.12","15.0","5","9.0"
"15","1003.1","1006.6","28.0","25.6","87","3.2","100","7.4","100","1.5","0.6","0.4","1.45","--","3","--"
"16","1002.9","1006.3","29.6","25.2","77","3.2","110","10.0","130","0.0","0.0","1.0","1.52","--","2","--"
"17","1002.9","1006.3","29.0","24.8","78","2.2","110","8.9","80","0.0","0.0","0.7","0.57","20.0","0","9.0"
"18","1003.4","1006.8","28.9","24.3","76","3.4","110","10.6","90","0.0","0.0","0.2","0.14","--","0","--"
"19","1003.9","1007.4","28.5","24.5","79","3.7","100","10.0","100","0.0","0.0","0.0","0.00","--","0","--"
"20","1004.8","1008.3","28.1","24.5","81","3.3","100","8.8","110","0.0","0.0","--","0.00","--","0","--"
"21","1005.0","1008.5","28.3","24.7","81","3.2","100","9.4","60","0.0","0.0","--","0.00","--","0","--"
"22","1004.6","1008.1","28.1","24.7","82","3.2","100","8.9","90","0.0","0.0","--","0.00","--","0","--"
"23","1004.4","1007.9","27.7","25.9","90","3.7","100","10.6","70","T","0.1","--","0.00","--","0","--"
"24","1003.8","1007.3","27.3","25.3","89","3.9","100","10.5","90","0.5","0.2","--","0.00","--","0","--"
