"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1020.1","1023.8","12.6","2.2","49","2.7","130","6.5","150","0.0","0.0","--","0.00","--","0","--"
"02","1020.3","1024.0","12.6","2.8","51","2.1","120","5.6","130","0.0","0.0","--","0.00","--","0","--"
"03","1019.7","1023.4","12.7","3.9","55","3.0","130","5.7","110","0.0","0.0","--","0.00","--","0","--"
"04","1017.4","1021.1","12.7","4.7","58","4.7","130","8.3","120","0.0","0.0","--","0.00","--","0","--"
"05","1018.5","1022.2","13.0","4.9","58","2.8","100","10.1","120","0.0","0.0","--","0.00","--","0","--"
"06","1019.4","1023.1","13.2","5.4","59","1.9","120","6.6","90","0.0","0.0","0.0","0.00","--","0","--"
"07","1020.8","1024.5","13.5","5.7","59","1.2","110","5.3","90","0.0","0.0","0.0","0.08","--","0","--"
"08","1021.4","1025.1","14.1","5.7","57","2.2","90","6.7","80","0.0","0.0","0.0","0.20","25.0","0","10.0"
"09","1021.1","1024.8","14.6","5.9","56","2.6","100","9.9","40","T","0.3","0.0","0.41","25.0","1","10.0"
"10","1021.1","1024.8","14.9","6.2","56","3.3","90","11.4","90","0.0","0.0","0.0","0.56","--","1","--"
"11","1020.5","1024.2","14.8","6.4","57","3.2","100","10.3","60","T","0.9","0.0","0.31","30.0","1","10.0"
"12","1020.4","1024.1","14.9","7.0","59","2.9","100","9.0","100","T","0.9","0.0","0.34","--","1","--"
"13","1019.6","1023.3","15.6","6.9","56","3.6","90","9.3","100","T","0.3","0.0","0.80","--","3","--"
"14","1019.5","1023.2","15.4","7.2","58","2.4","90","10.2","90","0.0","0.0","0.0","0.64","25.0","2","10.0"
"15","1019.3","1023.0","15.4","7.0","57","4.3","90","9.6","80","T","1.0","0.0","0.89","--","2","--"
"16","1018.8","1022.5","15.3","7.1","58","3.3","90","10.2","60","T","0.2","0.0","0.62","--","1","--"
"17","1018.8","1022.5","14.8","6.9","59","3.8","90","12.1","80","0.0","0.0","0.0","0.36","25.0","0","10.0"
"18","1019.0","1022.7","14.5","6.8","60","3.6","90","11.2","80","0.0","0.0","0.0","0.13","--","0","--"
"19","1019.0","1022.7","14.3","6.9","61","3.5","100","9.3","70","0.0","0.0","0.0","0.00","--","0","--"
"20","1019.4","1023.1","14.2","6.8","61","3.4","100","9.5","60","0.0","0.0","--","0.00","--","0","--"
"21","1019.8","1023.5","14.3","6.9","61","3.5","80","8.9","80","0.0","0.0","--","0.00","--","0","--"
"22","1020.1","1023.8","14.4","7.0","61","2.9","90","9.2","70","0.0","0.0","--","0.00","--","0","--"
"23","1020.1","1023.8","14.4","7.0","61","3.4","90","8.9","100","0.0","0.0","--","0.00","--","0","--"
"24","1020.1","1023.8","14.5","7.1","61","3.6","90","8.1","80","0.0","0.0","--","0.00","--","0","--"
