"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1017.8","1021.5","15.2","14.1","93","3.4","90","8.5","80","0.0","0.0","--","0.00","--","0","--"
"02","1017.4","1021.1","15.6","14.0","90","2.7","90","7.6","160","0.0","0.0","--","0.00","--","0","--"
"03","1017.1","1020.8","15.8","14.0","89","2.5","90","7.6","90","0.0","0.0","--","0.00","--","0","--"
"04","1017.0","1020.6","16.0","14.0","88","2.0","50","7.3","70","0.0","0.0","--","0.00","--","0","--"
"05","1017.3","1020.9","16.3","14.3","88","2.3","90","6.6","70","0.0","0.0","--","0.00","--","0","--"
"06","1017.2","1020.8","16.1","14.3","89","1.7","120","5.4","100","0.0","0.0","0.0","0.00","--","0","--"
"07","1017.5","1021.2","16.1","14.3","89","1.5","100","3.9","80","0.0","0.0","0.0","0.04","--","0","--"
"08","1017.9","1021.5","17.1","14.4","84","1.4","100","5.5","90","0.0","0.0","0.3","0.41","40.0","0","9.0"
"09","1017.2","1020.8","18.4","14.7","79","3.7","90","8.3","100","0.0","0.0","0.4","1.09","40.0","2","7.0"
"10","1016.4","1020.0","20.4","15.2","72","2.8","80","8.6","90","0.0","0.0","0.9","2.23","--","4","--"
"11","1015.8","1019.4","21.6","15.5","68","1.4","130","5.7","80","0.0","0.0","1.0","2.76","60.0","6","6.0"
"12","1014.6","1018.2","23.2","15.0","60","0.8","160","3.3","140","0.0","0.0","1.0","3.03","--","8","--"
"13","1013.6","1017.2","22.8","17.3","71","3.2","310","7.7","320","0.0","0.0","0.3","1.72","--","6","--"
"14","1013.3","1016.9","19.9","16.2","79","4.2","320","8.5","350","0.0","0.0","0.4","2.00","20.0","5","9.0"
"15","1014.0","1017.6","17.9","15.0","83","3.8","310","8.3","330","0.0","0.0","0.0","0.92","--","2","--"
"16","1014.2","1017.8","17.0","14.5","85","2.8","330","6.9","300","0.0","0.0","0.0","0.35","--","1","--"
"17","1014.6","1018.2","17.1","14.6","85","0.9","10","5.2","330","0.0","0.0","0.0","0.14","7.0","0","10.0"
"18","1015.6","1019.2","16.4","14.9","91","1.4","90","5.1","90","0.0","0.0","0.0","0.03","--","0","--"
"19","1015.7","1019.3","15.7","14.2","91","3.0","90","6.8","70","T","0.1","0.0","0.00","--","0","--"
"20","1016.0","1019.6","15.9","14.1","89","1.4","60","6.0","60","0.0","0.0","--","0.00","--","0","--"
"21","1016.1","1019.8","15.4","14.1","92","1.5","60","5.6","90","0.0","0.0","--","0.00","--","0","--"
"22","1016.5","1020.2","15.3","14.2","93","2.1","70","6.1","90","0.0","0.0","--","0.00","--","0","--"
"23","1016.5","1020.2","15.6","14.5","93","1.7","30","4.0","90","0.0","0.0","--","0.00","--","0","--"
"24","1016.1","1019.8","15.6","14.6","94","0.9","100","2.5","360","0.0","0.0","--","0.00","--","0","--"
