"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1023.6","1027.3","13.6","4.5","54","3.5","100","10.4","110","0.0","0.0","--","0.00","--","0","--"
"02","1023.2","1026.9","13.5","4.9","56","3.5","100","9.0","90","0.0","0.0","--","0.00","--","0","--"
"03","1022.6","1026.3","13.4","5.3","58","2.6","120","8.0","100","0.0","0.0","--","0.00","--","0","--"
"04","1022.8","1026.5","13.4","5.3","58","2.7","120","7.4","90","0.0","0.0","--","0.00","--","0","--"
"05","1023.0","1026.7","13.5","5.7","59","1.9","120","6.8","90","0.0","0.0","--","0.00","--","0","--"
"06","1023.5","1027.2","13.6","5.8","59","2.0","120","6.4","130","0.0","0.0","0.0","0.00","--","0","--"
"07","1023.5","1027.2","13.8","5.7","58","2.4","120","7.2","120","0.0","0.0","0.0","0.01","--","0","--"
"08","1023.8","1027.5","14.0","6.1","59","3.4","140","6.6","130","0.0","0.0","0.0","0.22","45.0","0","8.0"
"09","1023.8","1027.5","15.5","6.8","56","3.1","130","7.9","140","0.0","0.0","0.6","0.76","60.0","1","5.0"
"10","1022.9","1026.6","16.8","6.9","52","4.4","110","11.5","90","0.0","0.0","1.0","1.68","--","3","--"
"11","1021.8","1025.4","17.4","7.7","53","4.7","100","12.9","120","0.0","0.0","1.0","2.17","60.0","5","2.0"
"12","1020.6","1024.2","17.3","7.7","53","5.7","110","12.3","90","0.0","0.0","1.0","2.33","--","6","--"
"13","1019.2","1022.8","18.2","8.2","52","4.6","100","13.1","90","0.0","0.0","1.0","2.46","--","6","--"
"14","1018.3","1021.9","18.6","8.6","52","4.6","110","11.5","130","0.0","0.0","0.8","1.87","50.0","4","3.0"
"15","1017.9","1021.5","18.6","9.4","55","2.8","110","12.0","110","0.0","0.0","0.9","1.45","--","3","--"
"16","1017.8","1021.4","18.0","9.6","58","4.1","120","9.7","100","0.0","0.0","0.7","0.76","--","1","--"
"17","1018.0","1021.6","17.8","10.0","60","3.2","110","9.7","120","0.0","0.0","0.0","0.15","50.0","0","6.0"
"18","1018.5","1022.1","17.4","10.1","62","3.5","100","8.7","80","0.0","0.0","0.0","0.00","--","0","--"
"19","1019.2","1022.8","17.1","10.5","65","1.7","130","7.3","120","0.0","0.0","0.0","0.00","--","0","--"
"20","1019.6","1023.2","17.1","10.9","67","3.0","110","6.0","90","0.0","0.0","--","0.00","--","0","--"
"21","1019.5","1023.1","17.1","11.2","68","2.4","110","7.5","100","0.0","0.0","--","0.00","--","0","--"
"22","1019.2","1022.8","17.1","11.2","68","2.8","110","6.7","120","0.0","0.0","--","0.00","--","0","--"
"23","1018.6","1022.2","17.4","10.8","65","2.1","100","7.9","100","0.0","0.0","--","0.00","--","0","--"
"24","1018.0","1021.6","17.5","10.9","65","2.2","110","6.5","80","0.0","0.0","--","0.00","--","0","--"
