"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1018.7","1022.3","16.5","11.9","74","1.5","100","8.3","100","0.0","0.0","--","0.00","--","0","--"
"02","1018.7","1022.4","15.9","11.9","77","1.9","110","6.4","90","T","0.1","--","0.00","--","0","--"
"03","1018.6","1022.3","15.5","11.9","79","2.5","140","4.9","130","T","0.1","--","0.00","--","0","--"
"04","1018.9","1022.6","15.7","11.5","76","1.6","120","5.4","130","0.0","0.0","--","0.00","--","0","--"
"05","1019.4","1023.1","15.9","11.1","73","1.4","140","4.7","130","0.0","0.0","--","0.00","--","0","--"
"06","1019.6","1023.3","16.0","11.0","72","1.7","110","3.8","70","T","0.1","0.0","0.00","--","0","--"
"07","1020.0","1023.7","16.3","9.7","65","1.7","70","5.9","100","0.0","0.0","0.0","0.01","--","0","--"
"08","1020.4","1024.1","16.6","9.1","61","2.6","100","8.6","120","0.0","0.0","0.0","0.11","30.0","0","10.0"
"09","1020.9","1024.6","16.5","8.5","59","2.3","110","7.5","110","0.0","0.0","0.0","0.16","35.0","0","10.0"
"10","1021.1","1024.8","16.6","8.1","57","2.4","80","8.5","80","0.0","0.0","0.0","0.33","--","1","--"
"11","1020.6","1024.3","16.6","7.5","55","2.8","70","7.8","100","0.0","0.0","0.0","0.36","40.0","1","10.0"
"12","1019.8","1023.5","16.4","7.1","54","2.2","90","6.9","100","0.0","0.0","0.0","0.40","--","1","--"
"13","1019.1","1022.8","16.3","6.5","52","2.9","100","7.7","100","0.0","0.0","0.0","0.53","--","2","--"
"14","1019.1","1022.8","16.1","6.8","54","2.3","80","9.0","90","0.0","0.0","0.0","0.46","35.0","1","10.0"
"15","1019.3","1023.0","16.0","6.4","53","3.0","40","7.9","60","0.0","0.0","0.0","0.33","--","1","--"
"16","1020.5","1024.2","15.5","6.0","53","3.6","60","8.7","60","0.0","0.0","0.0","0.11","--","0","--"
"17","1021.4","1025.1","15.3","5.8","53","2.9","60","9.1","50","0.0","0.0","0.0","0.02","11.0","0","10.0"
"18","1022.2","1025.9","15.3","5.8","53","1.8","50","7.6","110","0.0","0.0","0.0","0.00","--","0","--"
"19","1022.6","1026.3","15.1","6.4","56","1.8","70","9.6","60","0.0","0.0","0.0","0.00","--","0","--"
"20","1023.2","1026.9","14.7","5.5","54","3.2","70","10.7","80","0.0","0.0","--","0.00","--","0","--"
"21","1023.4","1027.1","14.6","4.3","50","2.8","80","10.8","100","0.0","0.0","--","0.00","--","0","--"
"22","1023.0","1026.7","14.3","3.8","49","2.5","80","9.4","120","0.0","0.0","--","0.00","--","0","--"
"23","1022.9","1026.6","14.2","4.8","53","2.1","90","9.1","50","0.0","0.0","--","0.00","--","0","--"
"24","1022.4","1026.1","14.2","5.8","57","2.8","60","10.0","70","0.0","0.0","--","0.00","--","0","--"
