"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1019.8","1023.5","14.6","7.7","63","3.2","100","8.3","70","0.0","0.0","--","0.00","--","0","--"
"02","1019.4","1023.1","14.9","8.2","64","3.1","90","8.3","50","0.0","0.0","--","0.00","--","0","--"
"03","1019.0","1022.7","15.1","8.6","65","3.4","90","8.0","70","0.0","0.0","--","0.00","--","0","--"
"04","1018.9","1022.6","15.4","9.1","66","2.5","100","8.7","90","0.0","0.0","--","0.00","--","0","--"
"05","1018.5","1022.2","15.4","9.8","69","3.8","90","9.1","60","0.0","0.0","--","0.00","--","0","--"
"06","1019.2","1022.9","15.6","10.2","70","3.3","90","9.0","90","T","0.2","0.0","0.00","--","0","--"
"07","1019.6","1023.3","16.1","10.6","70","4.5","90","10.8","80","0.0","0.0","0.0","0.03","--","0","--"
"08","1020.7","1024.4","16.3","11.0","71","2.9","90","10.0","90","0.0","0.0","0.0","0.14","25.0","0","10.0"
"09","1021.7","1025.4","16.6","11.6","72","3.4","90","10.7","80","T","0.2","0.0","0.25","25.0","0","10.0"
"10","1022.0","1025.7","17.3","12.4","73","3.2","90","10.9","80","T","0.1","0.0","0.67","--","2","--"
"11","1021.5","1025.1","18.1","12.6","70","3.5","80","10.8","90","0.0","0.0","0.0","1.27","30.0","3","10.0"
"12","1020.6","1024.2","18.7","12.9","69","4.4","90","10.8","80","0.0","0.0","0.0","1.04","--","3","--"
"13","1020.2","1023.8","18.7","13.1","70","3.5","90","9.9","80","0.0","0.0","0.0","1.08","--","3","--"
"14","1018.7","1022.3","18.9","13.8","72","3.6","90","10.1","80","0.0","0.0","0.0","0.96","40.0","3","10.0"
"15","1018.4","1022.0","19.0","13.6","71","3.6","90","10.4","100","0.0","0.0","0.0","0.82","--","2","--"
"16","1018.2","1021.8","18.8","13.4","71","4.1","90","9.4","70","0.0","0.0","0.0","0.41","--","1","--"
"17","1018.2","1021.8","18.6","13.9","74","3.4","90","9.4","80","0.0","0.0","0.0","0.30","25.0","0","10.0"
"18","1018.1","1021.7","18.4","14.1","76","3.7","90","10.0","70","0.0","0.0","0.0","0.09","--","0","--"
"19","1018.6","1022.2","18.1","14.4","79","2.9","90","10.6","80","0.0","0.0","0.0","0.00","--","0","--"
"20","1018.5","1022.1","18.1","13.8","76","3.1","90","7.8","80","0.0","0.0","--","0.00","--","0","--"
"21","1018.3","1021.9","18.2","13.5","74","2.8","90","8.3","80","0.0","0.0","--","0.00","--","0","--"
"22","1018.8","1022.4","18.6","13.3","71","2.3","90","8.0","100","0.0","0.0","--","0.00","--","0","--"
"23","1018.9","1022.5","18.6","13.5","72","1.5","80","5.7","80","0.0","0.0","--","0.00","--","0","--"
"24","1018.4","1022.0","18.0","13.9","77","1.0","80","2.9","120","0.0","0.0","--","0.00","--","0","--"
