"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1006.1","1009.6","23.8","22.1","90","1.8","170","3.7","150","0.0","0.0","--","0.00","--","0","--"
"02","1005.3","1008.8","23.6","21.7","89","1.4","170","3.4","120","0.0","0.0","--","0.00","--","0","--"
"03","1005.4","1008.9","23.4","21.9","91","1.1","170","3.3","160","0.0","0.0","--","0.00","--","0","--"
"04","1004.6","1008.1","23.5","21.6","89","0.6","150","2.3","160","0.0","0.0","--","0.00","--","0","--"
"05","1004.7","1008.2","23.3","21.6","90","1.4","170","2.8","160","0.0","0.0","--","0.00","--","0","--"
"06","1005.0","1008.5","23.2","21.5","90","1.3","170","3.7","160","0.0","0.0","0.0","0.02","--","0","--"
"07","1005.3","1008.8","23.7","21.6","88","1.4","140","3.0","100","0.0","0.0","0.0","0.23","--","0","--"
"08","1005.8","1009.3","24.7","21.8","84","1.6","140","3.0","130","0.0","0.0","0.0","0.65","40.0","1","7.0"
"09","1006.2","1009.7","26.0","22.5","81","1.0","150","2.9","110","0.0","0.0","0.4","1.32","40.0","3","7.0"
"10","1006.6","1010.1","28.6","23.1","72","0.7","300","3.3","310","0.0","0.0","1.0","2.49","--","6","--"
"11","1006.0","1009.4","30.0","21.7","61","0.9","260","4.5","310","0.0","0.0","0.9","2.92","40.0","8","6.0"
"12","1005.0","1008.4","31.6","21.5","55","1.0","330","5.6","300","0.0","0.0","1.0","3.06","--","8","--"
"13","1004.4","1007.8","32.1","23.1","59","2.4","280","5.9","290","0.0","0.0","0.7","2.92","--","8","--"
"14","1004.1","1007.5","31.0","22.6","61","1.2","280","5.8","300","0.0","0.0","0.1","1.47","21.0","4","8.0"
"15","1004.2","1007.6","30.2","21.6","60","2.0","270","6.8","280","0.0","0.0","0.0","0.45","--","1","--"
"16","1003.9","1007.4","28.5","22.0","68","2.5","120","5.5","310","0.0","0.0","0.0","0.17","--","0","--"
"17","1004.0","1007.5","27.8","22.5","73","2.1","100","5.0","100","0.0","0.0","0.0","0.09","16.0","0","10.0"
"18","1004.6","1008.1","28.0","22.5","72","1.5","100","4.5","90","0.0","0.0","0.0","0.07","--","0","--"
"19","1005.7","1009.2","27.3","24.2","83","2.4","360","4.3","350","T","0.1","0.0","0.00","--","0","--"
"20","1007.0","1010.5","25.3","25.0","98","1.1","140","3.6","340","4.5","0.9","--","0.00","--","0","--"
"21","1007.3","1010.8","24.8","24.5","98","1.4","120","4.3","150","0.5","0.2","--","0.00","--","0","--"
"22","1007.3","1010.8","25.1","24.8","98","1.6","150","2.7","150","0.0","0.0","--","0.00","--","0","--"
"23","1006.8","1010.3","24.8","24.3","97","1.6","160","3.5","140","0.0","0.0","--","0.00","--","0","--"
"24","1005.9","1009.4","24.2","23.9","98","1.0","70","4.4","140","0.0","0.0","--","0.00","--","0","--"
