"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount"
"01","1027.2","1031.0","9.9","3.4","64","2.2","80","7.8","90","0.0","0.0","--","0.00","--","0","--"
"02","1027.3","1031.1","10.0","3.7","65","2.4","100","6.5","80","0.0","0.0","--","0.00","--","0","--"
"03","1027.0","1030.8","10.0","3.7","65","1.5","60","7.0","100","0.0","0.0","--","0.00","--","0","--"
"04","1026.9","1030.7","9.9","3.6","65","1.6","80","6.9","70","0.0","0.0","--","0.00","--","0","--"
"05","1026.8","1030.6","9.9","3.2","63","3.0","80","7.9","100","0.0","0.0","--","0.00","--","0","--"
"06","1027.2","1031.0","9.9","3.9","66","2.6","90","7.2","100","0.0","0.0","0.0","0.00","--","0","--"
"07","1027.4","1031.2","9.8","4.4","69","2.3","80","8.6","90","0.0","0.0","0.0","0.00","--","0","--"
"08","1027.8","1031.6","10.2","4.6","68","2.5","70","7.3","80","0.0","0.0","0.0","0.07","30.0","0","10.0"
"09","1028.1","1031.9","10.7","5.0","68","2.4","90","8.1","110","0.0","0.0","0.0","0.24","35.0","0","10.0"
"10","1027.9","1031.7","11.0","5.5","69","1.9","100","7.7","90","0.0","0.0","0.0","0.31","--","1","--"
"11","1027.2","1030.9","11.5","6.0","69","3.3","90","8.0","90","0.0","0.0","0.0","0.54","30.0","2","10.0"
"12","1025.9","1029.6","11.7","6.2","69","3.7","100","9.0","80","0.0","0.0","0.0","0.53","--","2","--"
"13","1025.3","1029.0","11.4","6.7","73","3.8","90","10.6","90","0.0","0.0","0.0","0.47","--","1","--"
"14","1024.7","1028.4","11.7","6.8","72","3.0","80","8.3","60","0.0","0.0","0.0","0.27","35.0","1","10.0"
"15","1024.1","1027.8","11.8","6.7","71","2.3","100","7.7","90","0.0","0.0","0.0","0.16","--","0","--"
"16","1024.5","1028.2","11.8","6.7","71","1.8","80","8.2","80","0.0","0.0","0.0","0.09","--","0","--"
"17","1024.9","1028.6","11.5","6.8","73","2.9","90","7.6","90","0.0","0.0","0.0","0.03","12.0","0","10.0"
"18","1024.7","1028.4","11.0","7.3","78","3.6","100","10.0","100","0.0","0.0","0.0","0.00","--","0","--"
"19","1025.5","1029.2","11.0","7.7","80","2.2","90","8.1","70","0.0","0.0","0.0","0.00","--","0","--"
"20","1025.6","1029.3","11.1","7.6","79","2.4","80","8.3","50","0.0","0.0","--","0.00","--","0","--"
"21","1025.7","1029.4","11.1","7.4","78","3.0","110","8.0","120","0.0","0.0","--","0.00","--","0","--"
"22","1025.7","1029.4","11.2","7.5","78","2.2","100","7.4","90","0.0","0.0","--","0.00","--","0","--"
"23","1025.6","1029.3","11.4","7.7","78","2.2","120","7.7","110","0.0","0.0","--","0.00","--","0","--"
"24","1025.5","1029.2","11.6","7.9","78","3.2","110","7.0","110","0.0","0.0","--","0.00","--","0","--"
