觀測時間(hour),測站氣壓(hPa),海平面氣壓(hPa),氣溫(℃),露點溫度(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),降水時數(h),日照時數(h),全天空日射量(MJ/㎡),能見度(km),紫外線指數,總雲量(0~10),source_file
9,1017.4,1021.0,17.8,12.7,72,2.7,40,5.9,30,0.0,0.0,0.0,0.05,30.0,0,9.0,466920-2024-01-09.csv
10,1017.4,1021.0,18.3,13.6,74,1.9,100,6.2,60,0.0,0.0,0.2,0.79,--,1,--,466920-2024-01-09.csv
11,1017.6,1021.2,17.5,11.8,69,2.2,30,7.2,120,T,0.3,0.0,0.15,12.0,0,10.0,466920-2024-01-09.csv
12,1017.5,1021.1,17.4,11.2,67,2.6,340,7.4,60,T,0.2,0.0,0.09,--,0,--,466920-2024-01-09.csv
13,1017.1,1020.7,17.3,10.7,65,1.6,60,6.2,50,0.0,0.0,0.0,0.18,--,1,--,466920-2024-01-09.csv
14,1017.0,1020.6,16.7,12.1,74,2.0,170,4.8,180,0.0,0.0,0.0,0.42,10.0,1,10.0,466920-2024-01-09.csv
15,1017.1,1020.7,17.5,9.7,60,1.4,30,5.2,40,0.0,0.0,0.0,0.41,--,1,--,466920-2024-01-09.csv
16,1017.4,1021.0,16.5,7.5,55,2.6,90,6.3,80,0.0,0.0,0.1,0.32,--,1,--,466920-2024-01-09.csv
17,1018.4,1022.1,15.6,6.6,55,2.5,80,7.0,70,0.0,0.0,0.0,0.24,10.0,0,2.0,466920-2024-01-09.csv
18,1019.1,1022.8,14.9,5.4,53,2.5,100,7.2,70,0.0,0.0,0.0,0.01,--,0,--,466920-2024-01-09.csv
19,1019.7,1023.4,14.7,5.5,54,1.8,90,6.4,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-09.csv
20,1019.9,1023.6,14.2,5.6,56,2.0,150,6.1,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-09.csv
21,1020.1,1023.8,13.5,6.1,61,2.1,130,3.7,140,0.0,0.0,--,0.0,--,0,--,466920-2024-01-09.csv
22,1019.9,1023.6,13.1,6.7,65,1.3,140,3.4,140,0.0,0.0,--,0.0,--,0,--,466920-2024-01-09.csv
23,1019.8,1023.5,12.5,7.4,71,1.7,170,4.5,170,0.0,0.0,--,0.0,--,0,--,466920-2024-01-09.csv
24,1019.7,1023.4,12.6,7.1,69,1.7,150,3.3,190,0.0,0.0,--,0.0,--,0,--,466920-2024-01-09.csv
1,1019.2,1022.9,12.9,6.3,64,2.2,120,4.4,130,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
2,1019.0,1022.7,12.8,6.2,64,1.6,140,3.6,120,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
3,1018.7,1022.4,13.0,6.1,63,2.4,130,4.3,130,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
4,1018.6,1022.3,13.1,5.5,60,2.6,130,5.2,120,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
5,1018.6,1022.3,13.0,5.4,60,1.9,110,5.2,120,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
6,1018.9,1022.6,12.9,4.9,58,2.1,110,5.7,110,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-10.csv
7,1019.4,1023.1,12.9,4.9,58,2.3,110,6.0,90,0.0,0.0,0.0,0.01,--,0,--,466920-2024-01-10.csv
8,1019.8,1023.5,13.9,5.0,55,2.8,100,6.8,80,0.0,0.0,0.8,0.36,30.0,0,2.0,466920-2024-01-10.csv
9,1020.1,1023.8,15.0,5.2,52,3.3,90,8.9,110,0.0,0.0,1.0,1.06,30.0,1,1.0,466920-2024-01-10.csv
10,1019.6,1023.3,15.8,4.5,47,4.2,90,9.6,100,0.0,0.0,1.0,1.71,--,3,--,466920-2024-01-10.csv
11,1018.6,1022.2,16.8,5.1,46,3.0,100,9.9,100,0.0,0.0,1.0,2.2,25.0,4,1.0,466920-2024-01-10.csv
12,1017.0,1020.6,17.4,6.0,47,3.7,90,10.0,70,0.0,0.0,1.0,2.48,--,5,--,466920-2024-01-10.csv
13,1016.2,1019.8,17.7,7.2,50,3.1,60,10.2,90,0.0,0.0,1.0,2.49,--,5,--,466920-2024-01-10.csv
14,1016.1,1019.7,18.1,6.6,47,2.5,60,9.9,50,0.0,0.0,1.0,2.22,25.0,4,2.0,466920-2024-01-10.csv
15,1016.1,1019.7,17.7,7.7,52,2.7,60,9.8,80,0.0,0.0,1.0,1.71,--,3,--,466920-2024-01-10.csv
16,1016.5,1020.1,16.6,7.3,54,1.9,70,10.1,80,0.0,0.0,1.0,1.09,--,1,--,466920-2024-01-10.csv
17,1017.0,1020.7,15.9,7.4,57,3.3,80,9.1,80,0.0,0.0,1.0,0.39,25.0,0,1.0,466920-2024-01-10.csv
18,1017.2,1020.9,15.5,7.5,59,3.2,90,8.6,100,0.0,0.0,0.0,0.02,--,0,--,466920-2024-01-10.csv
19,1017.3,1021.0,15.4,7.9,61,2.9,100,8.1,70,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-10.csv
20,1017.5,1021.2,15.1,7.9,62,3.1,90,6.8,50,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
21,1017.4,1021.1,15.0,8.0,63,2.3,90,6.7,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
22,1017.3,1021.0,14.4,8.4,67,1.9,100,6.1,100,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
23,1017.4,1021.1,14.3,8.7,69,1.9,90,6.4,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
24,1017.0,1020.7,14.2,8.8,70,1.8,110,5.2,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-10.csv
1,1016.9,1020.6,13.4,9.1,75,1.2,160,4.6,60,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
2,1016.5,1020.2,12.7,9.3,80,0.9,180,2.4,180,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
3,1016.0,1019.7,12.5,9.5,82,0.9,180,2.9,170,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
4,1015.7,1019.4,12.7,9.7,82,1.9,170,3.3,170,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
5,1016.0,1019.7,12.5,9.7,83,1.1,150,3.2,180,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
6,1016.5,1020.2,12.5,9.7,83,1.4,160,4.1,140,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-11.csv
7,1017.0,1020.7,12.5,9.7,83,1.0,150,3.7,170,0.0,0.0,0.0,0.01,--,0,--,466920-2024-01-11.csv
8,1017.7,1021.4,13.5,9.9,79,1.6,170,3.0,180,0.0,0.0,0.7,0.32,40.0,0,2.0,466920-2024-01-11.csv
9,1017.7,1021.4,15.2,10.8,75,0.8,180,3.0,170,0.0,0.0,1.0,0.98,40.0,1,2.0,466920-2024-01-11.csv
10,1017.4,1021.0,17.9,11.7,67,1.1,140,2.5,120,0.0,0.0,1.0,1.63,--,2,--,466920-2024-01-11.csv
11,1016.5,1020.1,19.9,12.7,63,1.1,100,5.0,60,0.0,0.0,1.0,2.13,40.0,4,3.0,466920-2024-01-11.csv
12,1015.4,1019.0,20.5,12.2,59,2.0,130,4.3,70,0.0,0.0,1.0,2.39,--,5,--,466920-2024-01-11.csv
13,1014.5,1018.1,20.9,11.8,56,1.3,90,5.2,60,0.0,0.0,0.9,2.2,--,5,--,466920-2024-01-11.csv
14,1014.1,1017.7,21.6,12.7,57,3.1,100,6.9,80,0.0,0.0,1.0,2.05,35.0,4,5.0,466920-2024-01-11.csv
15,1014.0,1017.6,20.8,12.5,59,3.1,90,8.3,60,0.0,0.0,1.0,1.73,--,3,--,466920-2024-01-11.csv
16,1014.6,1018.2,19.7,12.5,63,3.0,80,9.0,70,0.0,0.0,0.8,1.06,--,1,--,466920-2024-01-11.csv
17,1015.2,1018.8,19.0,12.3,65,2.8,80,10.1,100,0.0,0.0,0.9,0.35,35.0,0,4.0,466920-2024-01-11.csv
18,1015.7,1019.3,18.3,12.3,68,2.3,90,7.9,90,0.0,0.0,0.0,0.02,--,0,--,466920-2024-01-11.csv
19,1016.3,1019.9,17.9,12.4,70,3.3,90,8.2,100,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-11.csv
20,1016.5,1020.1,17.6,12.5,72,1.9,90,6.8,100,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
21,1016.6,1020.2,17.4,12.5,73,2.4,90,6.4,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
22,1016.8,1020.4,17.0,12.6,75,2.1,90,6.0,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
23,1016.7,1020.3,16.4,12.6,78,1.8,140,4.7,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
24,1016.7,1020.4,15.2,12.7,85,1.3,160,2.4,120,0.0,0.0,--,0.0,--,0,--,466920-2024-01-11.csv
1,1016.6,1020.3,15.0,12.9,87,1.1,170,2.4,180,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
2,1016.2,1019.9,14.5,12.7,89,1.2,180,2.1,150,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
3,1016.1,1019.8,14.4,12.6,89,1.5,180,2.5,190,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
4,1016.4,1020.1,14.3,12.7,90,1.7,180,2.7,190,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
5,1017.0,1020.7,14.1,12.7,91,1.1,190,2.4,180,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
6,1017.6,1021.3,13.6,12.7,94,0.4,170,2.0,180,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-12.csv
7,1018.0,1021.7,13.8,12.7,93,0.8,150,1.7,150,0.0,0.0,0.1,0.01,--,0,--,466920-2024-01-12.csv
8,1018.7,1022.4,15.3,13.2,87,1.1,140,1.9,140,0.0,0.0,1.0,0.38,50.0,0,1.0,466920-2024-01-12.csv
9,1018.9,1022.5,19.1,12.8,67,3.2,90,7.1,70,0.0,0.0,1.0,1.09,50.0,1,1.0,466920-2024-01-12.csv
10,1018.8,1022.4,20.9,13.1,61,2.1,110,7.7,90,0.0,0.0,1.0,1.77,--,3,--,466920-2024-01-12.csv
11,1018.1,1021.7,21.9,12.8,56,2.4,100,9.8,90,0.0,0.0,1.0,2.21,55.0,4,2.0,466920-2024-01-12.csv
12,1016.9,1020.5,22.3,12.3,53,3.3,100,9.9,90,0.0,0.0,1.0,2.47,--,5,--,466920-2024-01-12.csv
13,1016.3,1019.9,22.8,11.6,49,4.1,90,10.4,50,0.0,0.0,1.0,2.53,--,5,--,466920-2024-01-12.csv
14,1016.1,1019.7,22.9,10.4,45,4.6,100,11.0,60,0.0,0.0,0.8,1.88,55.0,4,3.0,466920-2024-01-12.csv
15,1016.1,1019.7,22.6,10.4,46,4.9,100,11.5,120,0.0,0.0,1.0,1.88,--,3,--,466920-2024-01-12.csv
16,1016.4,1020.0,21.5,10.1,48,3.7,100,12.0,100,0.0,0.0,1.0,1.22,--,1,--,466920-2024-01-12.csv
17,1017.1,1020.7,20.7,10.2,51,3.7,110,10.9,110,0.0,0.0,1.0,0.48,40.0,0,1.0,466920-2024-01-12.csv
18,1017.7,1021.3,19.8,11.3,58,4.1,90,10.5,110,0.0,0.0,0.2,0.02,--,0,--,466920-2024-01-12.csv
19,1018.3,1021.9,19.2,11.5,61,3.2,90,9.4,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-12.csv
20,1018.6,1022.2,18.8,11.4,62,3.4,90,9.5,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
21,1018.7,1022.3,18.7,11.3,62,3.4,90,8.6,110,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
22,1018.4,1022.0,18.5,11.1,62,3.3,90,9.2,90,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
23,1018.1,1021.7,18.5,11.1,62,2.5,80,8.1,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
24,1017.8,1021.4,18.5,11.3,63,3.4,90,9.1,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-12.csv
1,1017.7,1021.3,18.3,11.6,65,3.3,90,7.9,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
2,1017.6,1021.2,18.3,11.4,64,2.7,90,7.0,70,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
3,1017.4,1021.0,18.1,11.7,66,2.4,90,6.5,90,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
4,1017.3,1020.9,18.3,11.6,65,2.9,90,6.9,100,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
5,1017.6,1021.2,18.0,11.6,66,2.4,90,6.7,60,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
6,1018.0,1021.6,17.9,12.1,69,2.4,80,6.7,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-13.csv
7,1018.4,1022.0,17.9,12.6,71,2.6,80,6.1,80,0.0,0.0,0.0,0.01,--,0,--,466920-2024-01-13.csv
8,1019.0,1022.6,18.8,12.6,67,2.2,90,6.1,70,0.0,0.0,1.0,0.38,60.0,0,1.0,466920-2024-01-13.csv
9,1019.4,1023.0,20.8,12.8,60,1.5,90,5.2,80,0.0,0.0,1.0,1.06,60.0,1,1.0,466920-2024-01-13.csv
10,1019.1,1022.7,22.7,13.5,56,1.1,100,4.6,50,0.0,0.0,1.0,1.72,--,3,--,466920-2024-01-13.csv
11,1018.3,1021.9,23.7,12.4,49,1.2,140,4.9,140,0.0,0.0,1.0,2.22,70.0,4,2.0,466920-2024-01-13.csv
12,1017.3,1020.8,24.2,12.5,48,1.4,160,4.4,90,0.0,0.0,1.0,2.5,--,5,--,466920-2024-01-13.csv
13,1016.3,1019.8,24.9,11.5,43,0.7,180,3.9,140,0.0,0.0,1.0,2.57,--,5,--,466920-2024-01-13.csv
14,1015.8,1019.3,25.4,12.0,43,1.7,20,3.8,70,0.0,0.0,0.9,2.03,60.0,4,3.0,466920-2024-01-13.csv
15,1015.8,1019.3,24.8,12.8,47,1.6,290,5.0,340,0.0,0.0,0.9,1.69,--,2,--,466920-2024-01-13.csv
16,1015.9,1019.4,23.8,13.1,51,1.7,330,4.8,300,0.0,0.0,1.0,1.14,--,1,--,466920-2024-01-13.csv
17,1016.5,1020.1,23.0,13.8,56,1.9,140,3.9,100,0.0,0.0,1.0,0.44,55.0,0,3.0,466920-2024-01-13.csv
18,1016.9,1020.5,21.6,13.5,60,2.5,140,5.4,130,0.0,0.0,0.0,0.02,--,0,--,466920-2024-01-13.csv
19,1017.2,1020.8,20.9,13.4,62,1.9,130,3.1,140,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-13.csv
20,1017.7,1021.3,20.1,13.6,66,1.2,140,2.9,130,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
21,1017.7,1021.3,18.9,14.2,74,0.5,130,2.0,180,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
22,1018.0,1021.6,18.7,14.4,76,1.1,200,1.8,210,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
23,1018.0,1021.6,18.2,14.1,77,1.0,190,2.3,160,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
24,1018.0,1021.6,17.9,13.8,77,1.2,170,3.1,170,0.0,0.0,--,0.0,--,0,--,466920-2024-01-13.csv
1,1018.1,1021.7,17.0,13.7,81,1.0,160,3.0,160,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
2,1018.0,1021.6,16.5,13.6,83,1.0,170,3.6,180,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
3,1018.0,1021.6,16.4,13.7,84,1.1,170,2.9,150,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
4,1018.1,1021.8,15.8,13.6,87,0.5,110,3.1,140,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
5,1018.4,1022.1,15.7,13.5,87,1.2,160,2.6,180,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
6,1019.3,1023.0,15.3,13.7,90,0.6,150,2.0,200,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-14.csv
7,1019.9,1023.6,16.0,13.5,85,2.0,170,3.8,150,0.0,0.0,0.1,0.02,--,0,--,466920-2024-01-14.csv
8,1020.8,1024.5,16.7,14.0,84,1.5,130,2.8,160,0.0,0.0,0.1,0.19,60.0,0,7.0,466920-2024-01-14.csv
9,1021.5,1025.1,18.5,15.0,80,1.0,100,4.6,100,0.0,0.0,0.1,0.54,60.0,1,8.0,466920-2024-01-14.csv
10,1021.9,1025.5,18.1,16.6,91,1.8,70,7.9,110,T,0.6,0.1,0.53,--,1,--,466920-2024-01-14.csv
11,1021.6,1025.3,17.2,16.4,95,1.1,120,7.1,80,2.5,1.0,0.0,0.07,3.0,0,9.0,466920-2024-01-14.csv
12,1020.9,1024.6,16.9,15.9,94,2.6,110,6.4,120,1.0,1.0,0.0,0.13,--,0,--,466920-2024-01-14.csv
13,1019.8,1023.5,16.9,16.1,95,1.5,160,4.7,100,0.5,1.0,0.0,0.11,--,0,--,466920-2024-01-14.csv
14,1019.2,1022.8,17.4,16.1,92,2.0,100,6.2,70,T,1.0,0.0,0.2,4.0,1,10.0,466920-2024-01-14.csv
15,1019.4,1023.0,17.2,16.6,96,2.0,100,7.3,100,T,1.0,0.0,0.2,--,1,--,466920-2024-01-14.csv
16,1019.8,1023.4,17.2,16.2,94,3.0,90,7.2,60,0.5,1.0,0.0,0.15,--,0,--,466920-2024-01-14.csv
17,1020.5,1024.2,17.2,15.9,92,2.1,100,10.3,80,T,1.0,0.0,0.03,7.0,0,10.0,466920-2024-01-14.csv
18,1020.9,1024.6,17.1,15.5,90,2.6,90,9.3,80,T,1.0,0.0,0.0,--,0,--,466920-2024-01-14.csv
19,1021.3,1024.9,17.4,14.5,83,3.6,90,10.5,80,T,0.2,0.0,0.0,--,0,--,466920-2024-01-14.csv
20,1021.9,1025.5,17.4,14.3,82,2.3,80,8.9,80,T,0.2,--,0.0,--,0,--,466920-2024-01-14.csv
21,1021.6,1025.3,17.0,13.5,80,3.2,80,8.8,130,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
22,1021.8,1025.5,17.0,12.8,76,2.3,80,9.4,70,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
23,1021.6,1025.3,17.2,12.7,75,1.9,90,7.0,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
24,1021.3,1025.0,17.0,13.0,77,2.7,90,8.5,90,0.0,0.0,--,0.0,--,0,--,466920-2024-01-14.csv
1,1021.4,1025.1,16.4,13.1,81,2.7,100,8.5,80,T,0.1,--,0.0,--,0,--,466920-2024-01-15.csv
2,1021.3,1025.0,16.1,13.0,82,3.2,90,8.2,60,0.0,0.0,--,0.0,--,0,--,466920-2024-01-15.csv
3,1021.1,1024.8,16.0,13.3,84,2.9,90,8.1,100,0.0,0.0,--,0.0,--,0,--,466920-2024-01-15.csv
4,1020.9,1024.6,15.8,13.3,85,2.6,100,8.6,80,T,0.1,--,0.0,--,0,--,466920-2024-01-15.csv
5,1020.9,1024.6,16.0,12.8,81,2.4,100,7.9,100,0.0,0.0,--,0.0,--,0,--,466920-2024-01-15.csv
6,1021.5,1025.2,16.0,13.1,83,2.0,110,9.7,100,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-15.csv
7,1022.3,1026.0,16.1,13.2,83,3.0,100,7.5,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-15.csv
8,1022.8,1026.5,16.1,13.4,84,2.7,100,8.2,70,T,0.4,0.0,0.07,25.0,0,9.0,466920-2024-01-15.csv
9,1023.3,1027.0,16.6,12.8,78,4.3,100,9.5,90,0.0,0.0,0.0,0.42,25.0,1,9.0,466920-2024-01-15.csv
10,1023.3,1027.0,17.3,12.8,75,2.5,110,8.3,70,0.0,0.0,0.0,0.6,--,1,--,466920-2024-01-15.csv
11,1022.6,1026.2,18.8,13.2,70,3.1,100,9.5,80,0.0,0.0,0.4,1.39,40.0,3,6.0,466920-2024-01-15.csv
12,1021.7,1025.3,18.7,12.7,68,3.3,90,12.3,80,0.0,0.0,0.4,1.9,--,5,--,466920-2024-01-15.csv
13,1020.6,1024.2,19.1,12.6,66,3.5,90,13.0,130,0.0,0.0,0.6,1.92,--,5,--,466920-2024-01-15.csv
14,1020.3,1023.9,18.2,12.7,70,5.5,100,13.1,80,0.0,0.0,0.4,1.55,45.0,4,9.0,466920-2024-01-15.csv
15,1020.2,1023.8,18.3,12.5,69,4.3,110,11.3,120,0.0,0.0,0.1,1.04,--,2,--,466920-2024-01-15.csv
16,1020.0,1023.6,18.3,13.0,71,3.8,110,12.1,110,0.0,0.0,0.0,0.55,--,1,--,466920-2024-01-15.csv
17,1020.4,1024.0,18.2,12.9,71,5.2,110,10.9,110,0.0,0.0,0.0,0.23,45.0,0,9.0,466920-2024-01-15.csv
18,1020.8,1024.4,18.0,12.7,71,3.7,110,11.0,130,0.0,0.0,0.0,0.02,--,0,--,466920-2024-01-15.csv
19,1021.2,1024.8,17.9,13.2,74,3.7,110,8.5,110,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-15.csv
20,1021.3,1024.9,17.7,13.8,78,2.7,120,8.0,100,0.0,0.0,--,0.0,--,0,--,466920-2024-01-15.csv
21,1021.1,1024.7,17.9,14.0,78,2.7,100,8.3,90,0.0,0.0,--,0.0,--,0,--,466920-2024-01-15.csv
22,1020.6,1024.2,17.6,14.1,80,2.4,90,7.4,100,0.0,0.0,--,0.0,--,0,--,466920-2024-01-15.csv
23,1020.0,1023.6,17.9,14.4,80,2.1,100,7.0,110,0.0,0.0,--,0.0,--,0,--,466920-2024-01-15.csv
24,1019.5,1023.1,18.0,14.3,79,2.2,90,6.4,120,0.0,0.0,--,0.0,--,0,--,466920-2024-01-15.csv
1,1019.3,1022.9,18.1,14.4,79,3.2,90,7.9,70,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
2,1018.8,1022.4,18.1,14.4,79,3.1,80,8.0,90,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
3,1018.4,1022.0,18.1,14.4,79,2.7,90,7.6,60,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
4,1018.1,1021.7,18.2,14.5,79,2.5,90,7.7,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
5,1018.2,1021.8,18.1,14.6,80,2.7,90,6.9,40,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
6,1018.5,1022.1,18.4,14.7,79,3.1,80,8.1,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-16.csv
7,1018.7,1022.3,18.5,14.8,79,3.1,90,8.3,80,0.0,0.0,0.0,0.01,--,0,--,466920-2024-01-16.csv
8,1019.0,1022.6,19.1,15.0,77,3.2,90,8.1,60,0.0,0.0,1.0,0.38,60.0,0,1.0,466920-2024-01-16.csv
9,1019.2,1022.8,21.3,15.2,68,2.7,100,7.4,100,0.0,0.0,1.0,1.1,60.0,1,1.0,466920-2024-01-16.csv
10,1019.0,1022.6,22.6,15.2,63,2.6,90,7.0,70,0.0,0.0,1.0,1.79,--,3,--,466920-2024-01-16.csv
11,1018.3,1021.9,23.0,14.6,59,3.4,150,7.5,160,0.0,0.0,1.0,2.24,60.0,5,4.0,466920-2024-01-16.csv
12,1017.1,1020.7,23.5,14.8,58,2.1,110,7.7,130,0.0,0.0,0.2,1.78,--,5,--,466920-2024-01-16.csv
13,1015.9,1019.4,24.0,13.9,53,3.2,110,7.7,90,0.0,0.0,0.0,1.83,--,5,--,466920-2024-01-16.csv
14,1015.2,1018.7,24.5,14.6,54,3.5,120,7.9,130,0.0,0.0,0.0,1.62,60.0,4,9.0,466920-2024-01-16.csv
15,1014.7,1018.2,24.1,14.2,54,2.2,130,7.1,150,0.0,0.0,0.1,1.17,--,3,--,466920-2024-01-16.csv
16,1014.8,1018.3,23.6,14.1,55,2.7,120,5.7,160,0.0,0.0,0.1,0.72,--,1,--,466920-2024-01-16.csv
17,1015.1,1018.7,23.1,13.3,54,3.5,120,7.5,120,0.0,0.0,0.5,0.43,60.0,0,7.0,466920-2024-01-16.csv
18,1015.5,1019.1,22.3,13.7,58,1.1,110,7.0,100,0.0,0.0,0.0,0.02,--,0,--,466920-2024-01-16.csv
19,1015.6,1019.2,21.5,13.2,59,2.1,100,4.2,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-16.csv
20,1015.7,1019.3,21.1,13.1,60,0.7,100,4.6,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
21,1015.9,1019.5,22.1,10.9,49,1.5,90,5.6,100,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
22,1015.9,1019.5,21.9,10.4,48,2.3,100,6.5,90,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
23,1015.7,1019.3,21.1,10.3,50,0.9,200,6.1,80,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
24,1015.6,1019.2,19.7,11.7,60,0.4,230,3.5,180,0.0,0.0,--,0.0,--,0,--,466920-2024-01-16.csv
1,1015.8,1019.4,19.0,12.3,65,2.0,220,4.1,220,0.0,0.0,--,0.0,--,0,--,466920-2024-01-17.csv
2,1015.6,1019.2,18.4,15.7,84,1.0,230,3.6,200,0.0,0.0,--,0.0,--,0,--,466920-2024-01-17.csv
3,1015.4,1019.0,17.6,16.1,91,0.9,220,2.7,280,0.0,0.0,--,0.0,--,0,--,466920-2024-01-17.csv
4,1015.3,1018.9,17.4,15.2,87,1.2,140,1.9,130,0.0,0.0,--,0.0,--,0,--,466920-2024-01-17.csv
5,1015.4,1019.0,16.4,13.5,83,0.6,150,3.0,160,0.0,0.0,--,0.0,--,0,--,466920-2024-01-17.csv
6,1016.0,1019.6,16.7,13.1,79,2.1,170,3.5,180,0.0,0.0,0.0,0.0,--,0,--,466920-2024-01-17.csv
7,1016.4,1020.0,16.8,13.1,79,2.6,160,4.4,170,0.0,0.0,0.0,0.01,--,0,--,466920-2024-01-17.csv
8,1017.0,1020.6,17.6,13.3,76,1.8,160,3.6,160,0.0,0.0,0.0,0.17,30.0,0,9.0,466920-2024-01-17.csv
9,1017.3,1020.9,19.1,14.0,72,1.9,160,3.1,170,0.0,0.0,0.4,0.83,25.0,1,8.0,466920-2024-01-17.csv
10,1017.1,1020.7,21.1,16.1,73,1.1,340,3.1,330,0.0,0.0,1.0,1.76,--,3,--,466920-2024-01-17.csv
11,1016.2,1019.8,22.3,16.1,68,0.7,310,3.4,320,0.0,0.0,1.0,2.13,12.0,4,4.0,466920-2024-01-17.csv
12,1014.9,1018.5,23.3,15.6,62,1.0,360,3.6,310,0.0,0.0,1.0,2.45,--,6,--,466920-2024-01-17.csv
13,1013.5,1017.0,24.2,16.0,60,1.1,10,3.5,10,0.0,0.0,1.0,2.47,--,6,--,466920-2024-01-17.csv
14,1012.6,1016.1,25.3,15.4,54,2.1,320,5.1,340,0.0,0.0,1.0,2.27,25.0,5,4.0,466920-2024-01-17.csv
15,1012.5,1016.0,25.1,16.3,58,2.8,320,5.3,340,0.0,0.0,1.0,1.82,--,3,--,466920-2024-01-17.csv
16,1012.8,1016.3,23.9,16.5,63,2.6,320,5.6,340,0.0,0.0,0.9,1.02,--,1,--,466920-2024-01-17.csv
