sno,station,date,hour,borrow_count,return_count,net_borrow,borrow_pred,return_pred,net_borrow_pred,inventory,total
500101041,辛亥新生路口東南側,2024-12-11,19,14,24,-10,10.498901112933195,14.435292888893898,-2.955137813610883,41,41
500101041,辛亥新生路口東南側,2024-12-11,20,19,22,-3,7.624103197219772,4.344237562382425,2.8838848447330405,41,41
500101041,辛亥新生路口東南側,2024-12-11,21,25,8,17,7.576785702415098,3.3226864238568634,3.3718109258615065,41,41
500101041,辛亥新生路口東南側,2024-12-11,22,13,4,9,7.038743276616535,3.4630636234734453,3.2039866948212907,41,41
500101041,辛亥新生路口東南側,2024-12-11,23,3,1,2,1.0587630005269537,0.8813122663440008,0.09794848405758289,41,41
500101041,辛亥新生路口東南側,2024-12-12,0,2,3,-1,2.408529111313434,2.5880444160480995,1.1025656822040986,41,41
500101041,辛亥新生路口東南側,2024-12-12,1,0,1,-1,1.1001073920563054,0.8619251537605674,0.31129042468406065,41,41
500101041,辛亥新生路口東南側,2024-12-12,2,0,0,0,0.9613426377853611,0.5830181041964271,0.3415655979113838,41,41
500101041,辛亥新生路口東南側,2024-12-12,3,1,0,1,0.9040524441545756,0.6703536576977566,0.20291545640698122,41,41
500101041,辛亥新生路口東南側,2024-12-12,4,0,0,0,0.8799597861461277,0.5756263604625541,0.22949566816091008,41,41
500101041,辛亥新生路口東南側,2024-12-12,5,0,1,-1,0.9682367190026321,0.7102744530366444,0.2736453198208896,41,41
500101041,辛亥新生路口東南側,2024-12-12,6,2,1,1,8.420205387796555,3.9246473125844488,4.466122085887385,41,41
500101041,辛亥新生路口東南側,2024-12-12,7,14,6,8,9.301729999131569,6.807734226556664,2.28752269360737,41,41
500101041,辛亥新生路口東南側,2024-12-12,8,23,11,12,9.988776696369953,7.033841251968011,3.3627458536250145,41,41
500101041,辛亥新生路口東南側,2024-12-12,9,14,4,10,10.027127791333351,5.865350692821279,4.651434740570889,41,41
500101041,辛亥新生路口東南側,2024-12-12,10,8,19,-11,7.334598367235997,8.049432943114065,-0.9681020631726919,41,41
500101041,辛亥新生路口東南側,2024-12-12,11,7,9,-2,7.1692038100446105,8.332927060395669,-0.984912095792366,41,41
500101041,辛亥新生路口東南側,2024-12-12,12,17,8,9,9.341700508633725,8.467619598800653,0.3491213681506112,41,41
500101041,辛亥新生路口東南側,2024-12-12,13,7,5,2,7.29126554008119,8.64757613272929,-1.4458417040767673,41,41
500101041,辛亥新生路口東南側,2024-12-12,14,8,10,-2,7.793528122227153,9.00835963533239,-1.4576724788327886,41,41
500101041,辛亥新生路口東南側,2024-12-12,15,10,21,-11,7.696895677793101,8.152304523177119,-1.2189255220230109,41,41
500101041,辛亥新生路口東南側,2024-12-12,16,14,10,4,8.54386335635202,8.864317372630158,0.0175461902545415,41,41
500101041,辛亥新生路口東南側,2024-12-12,17,15,14,1,13.44012577805745,19.22320231718662,-3.70633348381335,41,41
500101041,辛亥新生路口東南側,2024-12-12,18,23,23,0,12.413629046199137,12.982052756715403,-0.8544211596672695,41,41
500101041,辛亥新生路口東南側,2024-12-12,19,6,11,-5,12.791839843626716,14.052038864430337,-2.18729036048052,41,41
500101041,辛亥新生路口東南側,2024-12-12,20,11,11,0,10.736609852571348,5.862997305842345,5.6889830553783645,41,41
500101041,辛亥新生路口東南側,2024-12-12,21,24,4,20,9.079439516530108,4.997991343607613,4.307081988388139,41,41
500101041,辛亥新生路口東南側,2024-12-12,22,0,2,-2,10.85776242498779,6.321987252336643,5.206052498024354,41,41
500101041,辛亥新生路口東南側,2024-12-12,23,2,1,1,2.3290517378431828,2.3538900143145853,1.1779594170785705,41,41
500101041,辛亥新生路口東南側,2024-12-13,0,2,2,0,2.1149066541226316,2.715533926793072,0.9941924584713022,41,41
500101041,辛亥新生路口東南側,2024-12-13,1,0,0,0,1.8218487361645308,2.575370115922617,0.35795823181733966,41,41
500101041,辛亥新生路口東南側,2024-12-13,2,0,0,0,2.4116449116637453,2.6439902336439847,1.2665899988368277,41,41
500101041,辛亥新生路口東南側,2024-12-13,3,0,0,0,2.164414517841976,2.8190639004631493,0.912662674021115,41,41
500101041,辛亥新生路口東南側,2024-12-13,4,0,0,0,2.134542899268296,2.609438706820381,0.8418792127517062,41,41
500101041,辛亥新生路口東南側,2024-12-13,5,0,1,-1,2.0176365953726125,2.638617850684706,0.8605682140168455,41,41
500101041,辛亥新生路口東南側,2024-12-13,6,2,2,0,9.552507861680752,5.141722861178754,4.803857252348331,41,41
500101041,辛亥新生路口東南側,2024-12-13,7,9,11,-2,10.858607550015856,8.442289931247897,3.882431955749787,41,41
