station,target,R2_12m,RMSE_12m,MAE_12m,test_n,model_path
臺灣科技大學正門,borrow_count,0.53276353887155,6.676203779370287,4.0391914620601765,743,models/model_臺灣科技大學正門_borrow_count.rds
臺灣科技大學正門,return_count,0.5579184215802415,4.875883982226105,3.2421371565432713,743,models/model_臺灣科技大學正門_return_count.rds
臺灣科技大學正門,net_borrow,0.39754265226602603,7.1824096575453895,4.361301655725949,743,models/model_臺灣科技大學正門_net_borrow.rds
辛亥復興路口西北側,borrow_count,0.7181443801850492,7.176516068387108,4.8943919089179095,743,models/model_辛亥復興路口西北側_borrow_count.rds
辛亥復興路口西北側,return_count,0.7136983122686527,6.890326026056698,4.817098078493175,743,models/model_辛亥復興路口西北側_return_count.rds
辛亥復興路口西北側,net_borrow,-0.021514349304165403,3.9780339654203,2.7967631993539595,743,models/model_辛亥復興路口西北側_net_borrow.rds
辛亥新生路口東南側,borrow_count,0.30239513393964823,6.239240978363033,4.149002009644284,743,models/model_辛亥新生路口東南側_borrow_count.rds
辛亥新生路口東南側,return_count,0.4399851423540636,5.02951245748019,3.437305836331638,743,models/model_辛亥新生路口東南側_return_count.rds
辛亥新生路口東南側,net_borrow,0.14224327588194108,5.539265659233158,3.532956652575181,743,models/model_辛亥新生路口東南側_net_borrow.rds
銘傳國小側門,borrow_count,0.6320809446886446,3.615259699073335,2.649978773374639,743,models/model_銘傳國小側門_borrow_count.rds
銘傳國小側門,return_count,0.6533682765551547,3.454690647440697,2.4931698541617546,743,models/model_銘傳國小側門_return_count.rds
銘傳國小側門,net_borrow,0.03515451655680968,2.1547372844407784,1.5164065070511774,743,models/model_銘傳國小側門_net_borrow.rds
