station,target,R2_12m,RMSE_12m,MAE_12m,test_n,model_path
臺大男六舍前,net_borrow,0.26981057470054537,8.290021114428146,5.731293254433993,743,models/model_臺大男六舍前_net_borrow.rds
臺大社會系館南側,borrow_count,0.5888683730363127,10.32305182755223,5.586874201930576,743,models/model_臺大社會系館南側_borrow_count.rds
臺大社會系館南側,return_count,0.6019191400032688,9.315217118534067,5.323175036758062,743,models/model_臺大社會系館南側_return_count.rds
臺大社會系館南側,net_borrow,0.5299260826198501,12.423144144954586,6.9953675375726965,743,models/model_臺大社會系館南側_net_borrow.rds
臺大社科院圖書館前,borrow_count,0.6300861325820026,5.502787961612799,3.5771652049210103,743,models/model_臺大社科院圖書館前_borrow_count.rds
臺大社科院圖書館前,return_count,0.6392492861326692,5.142799688764223,3.497834445315317,743,models/model_臺大社科院圖書館前_return_count.rds
臺大社科院圖書館前,net_borrow,0.11450716689814999,4.217329433353646,2.5092959511192166,743,models/model_臺大社科院圖書館前_net_borrow.rds
臺大社科院西側,borrow_count,0.7066492363783368,11.088655346850645,6.908862903819195,743,models/model_臺大社科院西側_borrow_count.rds
臺大社科院西側,return_count,0.667491623903684,11.202863525023778,7.288226092672485,743,models/model_臺大社科院西側_return_count.rds
臺大社科院西側,net_borrow,0.5144670216591509,8.52638993633796,5.333721324231275,743,models/model_臺大社科院西側_net_borrow.rds
臺大禮賢樓東南側,borrow_count,0.5489323350871265,5.256259389935898,3.5708469738133557,743,models/model_臺大禮賢樓東南側_borrow_count.rds
臺大禮賢樓東南側,return_count,0.602041247152056,4.513217993128892,2.846526622444461,743,models/model_臺大禮賢樓東南側_return_count.rds
臺大禮賢樓東南側,net_borrow,0.09034431428216239,4.6459434085412195,3.0504532608475867,743,models/model_臺大禮賢樓東南側_net_borrow.rds
臺大立體機車停車場,borrow_count,0.7484826405192435,4.786609974451149,3.129798879551192,743,models/model_臺大立體機車停車場_borrow_count.rds
臺大立體機車停車場,return_count,0.755470303896292,4.585912839062378,3.0947687508859096,743,models/model_臺大立體機車停車場_return_count.rds
臺大立體機車停車場,net_borrow,0.1729992037829231,4.321517900371597,2.8031162612788645,743,models/model_臺大立體機車停車場_net_borrow.rds
臺大第一活動中心西南側,borrow_count,0.7005777992182691,20.659259906550517,13.260979247000307,743,models/model_臺大第一活動中心西南側_borrow_count.rds
臺大第一活動中心西南側,return_count,0.7133552496432247,17.805308646830927,11.96441331860369,743,models/model_臺大第一活動中心西南側_return_count.rds
臺大第一活動中心西南側,net_borrow,0.6205271718768222,11.93257678057659,7.598058110527389,743,models/model_臺大第一活動中心西南側_net_borrow.rds
臺大第二行政大樓南側,borrow_count,0.5779146203738403,3.51305699963837,2.090683635699664,743,models/model_臺大第二行政大樓南側_borrow_count.rds
臺大第二行政大樓南側,return_count,0.6544081940113085,2.773517824277209,1.7904149601719528,743,models/model_臺大第二行政大樓南側_return_count.rds
臺大第二行政大樓南側,net_borrow,0.01699012528741828,2.5062364224803506,1.4562578073951589,743,models/model_臺大第二行政大樓南側_net_borrow.rds
臺大管理學院二館北側,borrow_count,0.4591459069085624,5.905576688841842,3.9915740408082137,743,models/model_臺大管理學院二館北側_borrow_count.rds
臺大管理學院二館北側,return_count,0.5009955293153949,6.112332663121049,3.8216274381158533,743,models/model_臺大管理學院二館北側_return_count.rds
臺大管理學院二館北側,net_borrow,0.061000230520507515,5.476071061535281,3.4485537390339336,743,models/model_臺大管理學院二館北側_net_borrow.rds
臺大綜合體育館停車場前,borrow_count,0.286302922350248,3.4826055430608402,2.199948690860395,743,models/model_臺大綜合體育館停車場前_borrow_count.rds
臺大綜合體育館停車場前,return_count,0.3158157818199768,3.2128337346690614,2.0418956916722215,743,models/model_臺大綜合體育館停車場前_return_count.rds
臺大綜合體育館停車場前,net_borrow,0.12484377966558224,3.6806355721483626,2.206742344592937,743,models/model_臺大綜合體育館停車場前_net_borrow.rds
臺大總圖書館西南側,borrow_count,0.6084776762651262,7.175131707220985,4.559225484442961,743,models/model_臺大總圖書館西南側_borrow_count.rds
臺大總圖書館西南側,return_count,0.6566926830836778,5.397937143162741,3.844833206445853,743,models/model_臺大總圖書館西南側_return_count.rds
臺大總圖書館西南側,net_borrow,0.4778694476975256,6.3662212360163855,3.877852497657136,743,models/model_臺大總圖書館西南側_net_borrow.rds
臺大舊體育館西側,borrow_count,0.3999060218101229,9.269691254093459,6.395700117721541,743,models/model_臺大舊體育館西側_borrow_count.rds
臺大舊體育館西側,return_count,0.3817925110167384,8.970538510283493,6.006673027815166,743,models/model_臺大舊體育館西側_return_count.rds
臺大舊體育館西側,net_borrow,0.11180834888689306,8.439304835889269,5.350620215988859,743,models/model_臺大舊體育館西側_net_borrow.rds
臺大萬才館前,borrow_count,0.3914135234120879,2.71993126899789,1.8647551027818043,743,models/model_臺大萬才館前_borrow_count.rds
臺大萬才館前,return_count,0.36550320062869934,2.5502023723787848,1.8150858645531733,743,models/model_臺大萬才館前_return_count.rds
臺大萬才館前,net_borrow,0.0887538478311275,2.8141480516388357,1.819400786423259,743,models/model_臺大萬才館前_net_borrow.rds
臺大計資中心南側,borrow_count,0.5024356952496231,5.273958019072842,3.035536117329063,743,models/model_臺大計資中心南側_borrow_count.rds
臺大計資中心南側,return_count,0.5774217334674067,5.189082305201567,2.9103729645819345,743,models/model_臺大計資中心南側_return_count.rds
臺大計資中心南側,net_borrow,0.4841105085720768,5.9148267783048,3.2826497285702314,743,models/model_臺大計資中心南側_net_borrow.rds
臺大資訊大樓,borrow_count,0.4949733831125307,5.227209172661885,2.9983542996675294,743,models/model_臺大資訊大樓_borrow_count.rds
臺大資訊大樓,return_count,0.30115296812753023,5.563563714016724,2.9521730010630467,743,models/model_臺大資訊大樓_return_count.rds
臺大資訊大樓,net_borrow,0.3399665899534856,7.314314385546002,4.0779264073381505,743,models/model_臺大資訊大樓_net_borrow.rds
臺大農化新館西側,borrow_count,0.31647222298939337,3.635353129446725,2.7578552569719226,743,models/model_臺大農化新館西側_borrow_count.rds
臺大農化新館西側,return_count,0.3179290105296365,3.604048865397713,2.6993246807321167,743,models/model_臺大農化新館西側_return_count.rds
臺大農化新館西側,net_borrow,-0.015105223234487486,2.4848945792900277,1.8067748831786026,743,models/model_臺大農化新館西側_net_borrow.rds
臺大農業陳列館北側,borrow_count,0.44733220657717665,7.347755933498842,5.248655344032424,743,models/model_臺大農業陳列館北側_borrow_count.rds
臺大農業陳列館北側,return_count,0.6384466312031096,7.414317863002948,5.150641506480882,743,models/model_臺大農業陳列館北側_return_count.rds
臺大農業陳列館北側,net_borrow,0.30855233075021304,7.145394217500165,4.810942017073498,743,models/model_臺大農業陳列館北側_net_borrow.rds
臺大鄭江樓北側,borrow_count,0.4958619192227389,6.244941178349293,3.987119852628984,743,models/model_臺大鄭江樓北側_borrow_count.rds
臺大鄭江樓北側,return_count,0.6264424705488115,4.6264509253359885,2.7583704104036615,743,models/model_臺大鄭江樓北側_return_count.rds
臺大鄭江樓北側,net_borrow,0.19824184501912323,5.9658257557143575,3.6642970682898732,743,models/model_臺大鄭江樓北側_net_borrow.rds
臺大電機二館東南側,borrow_count,0.5880772410082447,4.237672482912267,2.935704453603466,743,models/model_臺大電機二館東南側_borrow_count.rds
臺大電機二館東南側,return_count,0.6095919556508227,4.119279827115987,2.7334715636948674,743,models/model_臺大電機二館東南側_return_count.rds
臺大電機二館東南側,net_borrow,0.10835686102838726,3.528940924527517,2.310698183258388,743,models/model_臺大電機二館東南側_net_borrow.rds
臺大鹿鳴堂東側,borrow_count,0.5556962795536486,8.43081010838798,5.948425676057117,743,models/model_臺大鹿鳴堂東側_borrow_count.rds
臺大鹿鳴堂東側,return_count,0.6765250920924604,5.320552662060036,3.5061084340725874,743,models/model_臺大鹿鳴堂東側_return_count.rds
臺大鹿鳴堂東側,net_borrow,0.13587830986031846,7.16482185969719,4.849645053036667,743,models/model_臺大鹿鳴堂東側_net_borrow.rds
臺大黑森林西側,borrow_count,0.5537381388835116,7.428088045910161,4.955974131385024,743,models/model_臺大黑森林西側_borrow_count.rds
臺大黑森林西側,return_count,0.490822694828863,7.4103240887808335,4.954130029055965,743,models/model_臺大黑森林西側_return_count.rds
臺大黑森林西側,net_borrow,0.027875722848087814,5.577830768071323,3.549482219059089,743,models/model_臺大黑森林西側_net_borrow.rds
臺灣科技大學側門,borrow_count,0.5965600574310497,16.126145131434704,10.84813522365653,743,models/model_臺灣科技大學側門_borrow_count.rds
臺灣科技大學側門,return_count,0.6328476719839933,13.053822008046964,9.604254227772314,743,models/model_臺灣科技大學側門_return_count.rds
臺灣科技大學側門,net_borrow,0.2871704496029258,15.511139403066913,10.244376381305601,743,models/model_臺灣科技大學側門_net_borrow.rds
