station,date,hour,borrow_count,return_count,inventory,neighbor_inventory_450m
臺大舊體育館西側,2024-09-10,21,5.0,5.0,50.0,1106.0
臺大舊體育館西側,2024-09-10,22,3.0,3.0,50.0,1105.0
臺大舊體育館西側,2024-09-10,23,0.0,0.0,50.0,1107.0
臺大舊體育館西側,2024-09-11,0,0.0,0.0,50.0,1103.0
臺大舊體育館西側,2024-09-11,1,0.0,0.0,50.0,1105.0
臺大舊體育館西側,2024-09-11,2,0.0,0.0,50.0,1104.0
臺大舊體育館西側,2024-09-11,3,0.0,0.0,50.0,1102.0
臺大舊體育館西側,2024-09-11,4,0.0,0.0,50.0,1102.0
臺大舊體育館西側,2024-09-11,5,0.0,1.0,51.0,1115.0
臺大舊體育館西側,2024-09-11,6,4.0,3.0,50.0,1139.0
臺大舊體育館西側,2024-09-11,7,7.0,26.0,69.0,1238.0
臺大舊體育館西側,2024-09-11,8,9.0,15.0,75.0,1444.0
臺大舊體育館西側,2024-09-11,9,29.0,5.0,51.0,1574.0
臺大舊體育館西側,2024-09-11,10,21.0,22.0,52.0,1658.0
臺大舊體育館西側,2024-09-11,11,11.0,5.0,46.0,1616.0
臺大舊體育館西側,2024-09-11,12,11.0,18.0,53.0,1579.0
臺大舊體育館西側,2024-09-11,13,11.0,32.0,74.0,1688.0
臺大舊體育館西側,2024-09-11,14,3.0,4.0,75.0,1669.0
臺大舊體育館西側,2024-09-11,15,58.0,56.0,73.0,1632.0
臺大舊體育館西側,2024-09-11,16,12.0,14.0,75.0,1556.0
臺大舊體育館西側,2024-09-11,17,71.0,59.0,63.0,1345.0
臺大舊體育館西側,2024-09-11,18,41.0,51.0,73.0,1297.0
臺大舊體育館西側,2024-09-11,19,39.0,37.0,71.0,1278.0
臺大舊體育館西側,2024-09-11,20,40.0,16.0,47.0,1245.0
臺大舊體育館西側,2024-09-11,21,12.0,9.0,44.0,1234.0
臺大舊體育館西側,2024-09-11,22,4.0,4.0,44.0,1235.0
臺大舊體育館西側,2024-09-11,23,1.0,1.0,44.0,1235.0
臺大舊體育館西側,2024-09-12,0,0.0,0.0,44.0,1231.0
臺大舊體育館西側,2024-09-12,1,0.0,0.0,44.0,1223.0
臺大舊體育館西側,2024-09-12,2,0.0,0.0,44.0,1223.0
臺大舊體育館西側,2024-09-12,3,0.0,0.0,44.0,1222.0
臺大舊體育館西側,2024-09-12,4,0.0,0.0,44.0,1221.0
臺大舊體育館西側,2024-09-12,5,1.0,3.0,46.0,1231.0
臺大舊體育館西側,2024-09-12,6,3.0,5.0,48.0,1255.0
臺大舊體育館西側,2024-09-12,7,10.0,30.0,68.0,1369.0
臺大舊體育館西側,2024-09-12,8,15.0,15.0,68.0,1546.0
臺大舊體育館西側,2024-09-12,9,33.0,9.0,44.0,1690.0
臺大舊體育館西側,2024-09-12,10,14.0,39.0,69.0,1866.0
臺大舊體育館西側,2024-09-12,11,30.0,4.0,43.0,1842.0
臺大舊體育館西側,2024-09-12,12,4.0,6.0,45.0,1660.0
臺大舊體育館西側,2024-09-12,13,5.0,16.0,56.0,1745.0
臺大舊體育館西側,2024-09-12,14,9.0,12.0,59.0,1870.0
臺大舊體育館西側,2024-09-12,15,20.0,36.0,75.0,1863.0
臺大舊體育館西側,2024-09-12,16,15.0,16.0,76.0,1731.0
臺大舊體育館西側,2024-09-12,17,70.0,38.0,44.0,1530.0
臺大舊體育館西側,2024-09-12,18,49.0,63.0,58.0,1535.0
臺大舊體育館西側,2024-09-12,19,26.0,41.0,73.0,1516.0
臺大舊體育館西側,2024-09-12,20,46.0,16.0,43.0,1424.0
臺大舊體育館西側,2024-09-12,21,5.0,4.0,42.0,1416.0
臺大舊體育館西側,2024-09-12,22,1.0,1.0,42.0,1412.0
臺大舊體育館西側,2024-09-12,23,1.0,1.0,42.0,1404.0
臺大舊體育館西側,2024-09-13,0,0.0,0.0,42.0,1402.0
臺大舊體育館西側,2024-09-13,1,0.0,0.0,42.0,1398.0
臺大舊體育館西側,2024-09-13,2,0.0,0.0,42.0,1398.0
臺大舊體育館西側,2024-09-13,3,0.0,0.0,42.0,1397.0
臺大舊體育館西側,2024-09-13,4,0.0,0.0,42.0,1398.0
臺大舊體育館西側,2024-09-13,5,0.0,1.0,43.0,1408.0
臺大舊體育館西側,2024-09-13,6,1.0,6.0,48.0,1431.0
臺大舊體育館西側,2024-09-13,7,7.0,23.0,64.0,1574.0
臺大舊體育館西側,2024-09-13,8,14.0,18.0,68.0,1707.0
臺大舊體育館西側,2024-09-13,9,15.0,5.0,58.0,1838.0
臺大舊體育館西側,2024-09-13,10,18.0,13.0,53.0,1922.0
臺大舊體育館西側,2024-09-13,11,9.0,7.0,51.0,1823.0
臺大舊體育館西側,2024-09-13,12,14.0,4.0,41.0,1678.0
臺大舊體育館西側,2024-09-13,13,5.0,22.0,58.0,1830.0
臺大舊體育館西側,2024-09-13,14,13.0,28.0,73.0,1879.0
臺大舊體育館西側,2024-09-13,15,27.0,23.0,69.0,1743.0
臺大舊體育館西側,2024-09-13,16,33.0,32.0,68.0,1661.0
臺大舊體育館西側,2024-09-13,17,57.0,40.0,51.0,1520.0
臺大舊體育館西側,2024-09-13,18,57.0,52.0,46.0,1541.0
臺大舊體育館西側,2024-09-13,19,36.0,34.0,44.0,1533.0
臺大舊體育館西側,2024-09-13,20,21.0,20.0,43.0,1495.0
臺大舊體育館西側,2024-09-13,21,13.0,11.0,41.0,1500.0
臺大舊體育館西側,2024-09-13,22,0.0,0.0,41.0,1490.0
臺大舊體育館西側,2024-09-13,23,1.0,1.0,41.0,1491.0
臺大舊體育館西側,2024-09-14,0,0.0,0.0,41.0,1490.0
臺大舊體育館西側,2024-09-14,1,0.0,0.0,41.0,1490.0
臺大舊體育館西側,2024-09-14,2,0.0,0.0,41.0,1490.0
臺大舊體育館西側,2024-09-14,3,0.0,0.0,41.0,1489.0
臺大舊體育館西側,2024-09-14,4,0.0,0.0,41.0,1489.0
臺大舊體育館西側,2024-09-14,5,0.0,3.0,44.0,1500.0
臺大舊體育館西側,2024-09-14,6,1.0,5.0,48.0,1518.0
臺大舊體育館西側,2024-09-14,7,3.0,19.0,64.0,1547.0
臺大舊體育館西側,2024-09-14,8,7.0,14.0,71.0,1601.0
臺大舊體育館西側,2024-09-14,9,7.0,11.0,75.0,1704.0
臺大舊體育館西側,2024-09-14,10,8.0,19.0,86.0,1716.0
臺大舊體育館西側,2024-09-14,11,6.0,5.0,85.0,1718.0
臺大舊體育館西側,2024-09-14,12,10.0,6.0,81.0,1698.0
臺大舊體育館西側,2024-09-14,13,11.0,14.0,84.0,1676.0
臺大舊體育館西側,2024-09-14,14,8.0,13.0,89.0,1721.0
臺大舊體育館西側,2024-09-14,15,2.0,2.0,89.0,1733.0
臺大舊體育館西側,2024-09-14,16,7.0,6.0,88.0,1668.0
臺大舊體育館西側,2024-09-14,17,27.0,12.0,73.0,1625.0
臺大舊體育館西側,2024-09-14,18,33.0,16.0,56.0,1612.0
臺大舊體育館西側,2024-09-14,19,2.0,1.0,55.0,1602.0
臺大舊體育館西側,2024-09-14,20,6.0,7.0,56.0,1588.0
臺大舊體育館西側,2024-09-14,21,6.0,4.0,54.0,1579.0
臺大舊體育館西側,2024-09-14,22,0.0,0.0,54.0,1559.0
臺大舊體育館西側,2024-09-14,23,1.0,2.0,55.0,1543.0
臺大舊體育館西側,2024-09-15,0,1.0,0.0,54.0,1539.0
臺大舊體育館西側,2024-09-15,1,0.0,0.0,54.0,1539.0
臺大舊體育館西側,2024-09-15,2,0.0,0.0,54.0,1541.0
臺大舊體育館西側,2024-09-15,3,0.0,0.0,54.0,1541.0
臺大舊體育館西側,2024-09-15,4,0.0,0.0,54.0,1542.0
臺大舊體育館西側,2024-09-15,5,0.0,3.0,57.0,1549.0
臺大舊體育館西側,2024-09-15,6,2.0,1.0,56.0,1553.0
臺大舊體育館西側,2024-09-15,7,4.0,13.0,65.0,1551.0
臺大舊體育館西側,2024-09-15,8,0.0,14.0,79.0,1592.0
臺大舊體育館西側,2024-09-15,9,1.0,10.0,88.0,1636.0
臺大舊體育館西側,2024-09-15,10,5.0,13.0,96.0,1659.0
臺大舊體育館西側,2024-09-15,11,11.0,3.0,88.0,1629.0
臺大舊體育館西側,2024-09-15,12,21.0,8.0,75.0,1606.0
臺大舊體育館西側,2024-09-15,13,11.0,11.0,75.0,1642.0
臺大舊體育館西側,2024-09-15,14,3.0,6.0,78.0,1635.0
臺大舊體育館西側,2024-09-15,15,5.0,10.0,83.0,1668.0
臺大舊體育館西側,2024-09-15,16,10.0,25.0,98.0,1670.0
臺大舊體育館西側,2024-09-15,17,28.0,19.0,89.0,1656.0
臺大舊體育館西側,2024-09-15,18,26.0,14.0,77.0,1606.0
臺大舊體育館西側,2024-09-15,19,11.0,10.0,76.0,1596.0
臺大舊體育館西側,2024-09-15,20,10.0,13.0,79.0,1590.0
臺大舊體育館西側,2024-09-15,21,7.0,3.0,75.0,1587.0
臺大舊體育館西側,2024-09-15,22,3.0,3.0,75.0,1578.0
臺大舊體育館西側,2024-09-15,23,2.0,2.0,75.0,1569.0
臺大舊體育館西側,2024-09-16,0,1.0,1.0,75.0,1567.0
臺大舊體育館西側,2024-09-16,1,1.0,1.0,75.0,1567.0
臺大舊體育館西側,2024-09-16,2,1.0,0.0,74.0,1565.0
臺大舊體育館西側,2024-09-16,3,0.0,0.0,74.0,1565.0
臺大舊體育館西側,2024-09-16,4,0.0,0.0,74.0,1567.0
臺大舊體育館西側,2024-09-16,5,1.0,0.0,73.0,1577.0
臺大舊體育館西側,2024-09-16,6,0.0,2.0,75.0,1597.0
臺大舊體育館西側,2024-09-16,7,2.0,10.0,83.0,1709.0
臺大舊體育館西側,2024-09-16,8,6.0,12.0,89.0,1872.0
臺大舊體育館西側,2024-09-16,9,12.0,3.0,80.0,2005.0
臺大舊體育館西側,2024-09-16,10,12.0,22.0,90.0,2095.0
臺大舊體育館西側,2024-09-16,11,20.0,6.0,76.0,2017.0
臺大舊體育館西側,2024-09-16,12,17.0,27.0,86.0,1979.0
臺大舊體育館西側,2024-09-16,13,16.0,27.0,97.0,2074.0
臺大舊體育館西側,2024-09-16,14,22.0,14.0,89.0,2106.0
臺大舊體育館西側,2024-09-16,15,38.0,50.0,101.0,2034.0
臺大舊體育館西側,2024-09-16,16,30.0,20.0,91.0,1925.0
臺大舊體育館西側,2024-09-16,17,70.0,66.0,87.0,1725.0
臺大舊體育館西側,2024-09-16,18,57.0,56.0,86.0,1734.0
臺大舊體育館西側,2024-09-16,19,48.0,42.0,80.0,1724.0
臺大舊體育館西側,2024-09-16,20,29.0,20.0,71.0,1664.0
臺大舊體育館西側,2024-09-16,21,11.0,14.0,74.0,1657.0
臺大舊體育館西側,2024-09-16,22,4.0,2.0,72.0,1661.0
臺大舊體育館西側,2024-09-16,23,0.0,0.0,72.0,1660.0
臺大舊體育館西側,2024-09-17,0,0.0,0.0,72.0,1663.0
臺大舊體育館西側,2024-09-17,1,0.0,0.0,72.0,1661.0
臺大舊體育館西側,2024-09-17,2,0.0,0.0,72.0,1661.0
臺大舊體育館西側,2024-09-17,3,0.0,0.0,72.0,1658.0
臺大舊體育館西側,2024-09-17,4,0.0,0.0,72.0,1658.0
臺大舊體育館西側,2024-09-17,5,2.0,3.0,73.0,1663.0
臺大舊體育館西側,2024-09-17,6,0.0,5.0,78.0,1666.0
臺大舊體育館西側,2024-09-17,7,5.0,8.0,81.0,1673.0
臺大舊體育館西側,2024-09-17,8,6.0,12.0,87.0,1700.0
臺大舊體育館西側,2024-09-17,9,9.0,11.0,89.0,1721.0
臺大舊體育館西側,2024-09-17,10,5.0,2.0,86.0,1743.0
臺大舊體育館西側,2024-09-17,11,15.0,3.0,74.0,1737.0
臺大舊體育館西側,2024-09-17,12,2.0,0.0,72.0,1724.0
臺大舊體育館西側,2024-09-17,13,1.0,2.0,73.0,1735.0
臺大舊體育館西側,2024-09-17,14,7.0,21.0,87.0,1801.0
臺大舊體育館西側,2024-09-17,15,15.0,13.0,85.0,1812.0
臺大舊體育館西側,2024-09-17,16,8.0,22.0,99.0,1782.0
臺大舊體育館西側,2024-09-17,17,14.0,14.0,99.0,1729.0
臺大舊體育館西側,2024-09-17,18,32.0,22.0,89.0,1709.0
臺大舊體育館西側,2024-09-17,19,16.0,14.0,87.0,1703.0
臺大舊體育館西側,2024-09-17,20,17.0,9.0,79.0,1665.0
臺大舊體育館西側,2024-09-17,21,15.0,8.0,72.0,1661.0
臺大舊體育館西側,2024-09-17,22,7.0,5.0,70.0,1653.0
臺大舊體育館西側,2024-09-17,23,2.0,2.0,70.0,1642.0
臺大舊體育館西側,2024-09-18,0,0.0,0.0,70.0,1644.0
臺大舊體育館西側,2024-09-18,1,0.0,0.0,70.0,1642.0
臺大舊體育館西側,2024-09-18,2,0.0,0.0,70.0,1644.0
臺大舊體育館西側,2024-09-18,3,0.0,0.0,70.0,1643.0
臺大舊體育館西側,2024-09-18,4,0.0,0.0,70.0,1643.0
臺大舊體育館西側,2024-09-18,5,0.0,0.0,70.0,1646.0
臺大舊體育館西側,2024-09-18,6,0.0,1.0,71.0,1670.0
臺大舊體育館西側,2024-09-18,7,2.0,17.0,86.0,1786.0
臺大舊體育館西側,2024-09-18,8,11.0,18.0,93.0,2025.0
臺大舊體育館西側,2024-09-18,9,4.0,9.0,98.0,2086.0
臺大舊體育館西側,2024-09-18,10,23.0,23.0,98.0,2195.0
臺大舊體育館西側,2024-09-18,11,9.0,8.0,97.0,2126.0
臺大舊體育館西側,2024-09-18,12,41.0,37.0,93.0,2089.0
臺大舊體育館西側,2024-09-18,13,25.0,30.0,98.0,2235.0
臺大舊體育館西側,2024-09-18,14,16.0,6.0,88.0,2205.0
臺大舊體育館西側,2024-09-18,15,46.0,55.0,97.0,2204.0
臺大舊體育館西側,2024-09-18,16,3.0,1.0,95.0,2157.0
臺大舊體育館西側,2024-09-18,17,33.0,24.0,86.0,2026.0
臺大舊體育館西側,2024-09-18,18,27.0,37.0,96.0,2047.0
臺大舊體育館西側,2024-09-18,19,7.0,7.0,96.0,2078.0
臺大舊體育館西側,2024-09-18,20,20.0,9.0,85.0,1967.0
臺大舊體育館西側,2024-09-18,21,20.0,2.0,67.0,1880.0
臺大舊體育館西側,2024-09-18,22,0.0,1.0,68.0,1851.0
臺大舊體育館西側,2024-09-18,23,1.0,0.0,67.0,1851.0
臺大舊體育館西側,2024-09-19,0,0.0,0.0,67.0,1842.0
臺大舊體育館西側,2024-09-19,1,0.0,0.0,67.0,1841.0
臺大舊體育館西側,2024-09-19,2,0.0,0.0,67.0,1841.0
臺大舊體育館西側,2024-09-19,3,0.0,0.0,67.0,1842.0
臺大舊體育館西側,2024-09-19,4,0.0,0.0,67.0,1842.0
臺大舊體育館西側,2024-09-19,5,0.0,1.0,68.0,1850.0
臺大舊體育館西側,2024-09-19,6,1.0,8.0,75.0,1869.0
臺大舊體育館西側,2024-09-19,7,7.0,20.0,88.0,2019.0
臺大舊體育館西側,2024-09-19,8,6.0,16.0,98.0,2239.0
臺大舊體育館西側,2024-09-19,9,30.0,21.0,89.0,2334.0
臺大舊體育館西側,2024-09-19,10,5.0,14.0,98.0,2576.0
臺大舊體育館西側,2024-09-19,11,31.0,11.0,78.0,2535.0
臺大舊體育館西側,2024-09-19,12,33.0,28.0,73.0,2461.0
臺大舊體育館西側,2024-09-19,13,28.0,35.0,80.0,2527.0
臺大舊體育館西側,2024-09-19,14,6.0,26.0,100.0,2560.0
臺大舊體育館西側,2024-09-19,15,3.0,3.0,100.0,2566.0
臺大舊體育館西側,2024-09-19,16,7.0,4.0,97.0,2508.0
臺大舊體育館西側,2024-09-19,17,44.0,28.0,81.0,2313.0
臺大舊體育館西側,2024-09-19,18,43.0,47.0,85.0,2354.0
臺大舊體育館西側,2024-09-19,19,22.0,35.0,98.0,2315.0
臺大舊體育館西側,2024-09-19,20,44.0,19.0,73.0,2215.0
臺大舊體育館西側,2024-09-19,21,13.0,9.0,69.0,2078.0
臺大舊體育館西側,2024-09-19,22,3.0,1.0,67.0,2054.0
臺大舊體育館西側,2024-09-19,23,1.0,1.0,67.0,2047.0
臺大舊體育館西側,2024-09-20,0,0.0,0.0,67.0,2036.0
臺大舊體育館西側,2024-09-20,1,0.0,1.0,68.0,2034.0
臺大舊體育館西側,2024-09-20,2,0.0,0.0,68.0,2026.0
臺大舊體育館西側,2024-09-20,3,0.0,0.0,68.0,2026.0
臺大舊體育館西側,2024-09-20,4,1.0,0.0,67.0,2026.0
臺大舊體育館西側,2024-09-20,5,0.0,0.0,67.0,2031.0
臺大舊體育館西側,2024-09-20,6,3.0,5.0,69.0,2061.0
臺大舊體育館西側,2024-09-20,7,5.0,17.0,81.0,2242.0
臺大舊體育館西側,2024-09-20,8,13.0,26.0,94.0,2445.0
臺大舊體育館西側,2024-09-20,9,18.0,15.0,91.0,2580.0
臺大舊體育館西側,2024-09-20,10,9.0,36.0,118.0,2706.0
臺大舊體育館西側,2024-09-20,11,5.0,6.0,119.0,2699.0
臺大舊體育館西側,2024-09-20,12,26.0,24.0,117.0,2556.0
臺大舊體育館西側,2024-09-20,13,19.0,20.0,118.0,2694.0
臺大舊體育館西側,2024-09-20,14,1.0,0.0,117.0,2758.0
臺大舊體育館西側,2024-09-20,15,38.0,38.0,117.0,2633.0
臺大舊體育館西側,2024-09-20,16,12.0,11.0,116.0,2518.0
臺大舊體育館西側,2024-09-20,17,59.0,49.0,106.0,2319.0
臺大舊體育館西側,2024-09-20,18,48.0,47.0,105.0,2349.0
臺大舊體育館西側,2024-09-20,19,26.0,24.0,103.0,2362.0
臺大舊體育館西側,2024-09-20,20,23.0,21.0,101.0,2292.0
臺大舊體育館西側,2024-09-20,21,29.0,8.0,80.0,2094.0
臺大舊體育館西側,2024-09-20,22,3.0,2.0,79.0,2096.0
臺大舊體育館西側,2024-09-20,23,3.0,1.0,77.0,2087.0
臺大舊體育館西側,2024-09-21,0,2.0,2.0,77.0,2093.0
臺大舊體育館西側,2024-09-21,1,0.0,0.0,77.0,2091.0
臺大舊體育館西側,2024-09-21,2,0.0,0.0,77.0,2091.0
臺大舊體育館西側,2024-09-21,3,0.0,0.0,77.0,2089.0
臺大舊體育館西側,2024-09-21,4,0.0,3.0,80.0,2088.0
臺大舊體育館西側,2024-09-21,5,0.0,2.0,82.0,2094.0
臺大舊體育館西側,2024-09-21,6,0.0,4.0,86.0,2114.0
臺大舊體育館西側,2024-09-21,7,6.0,6.0,86.0,2130.0
臺大舊體育館西側,2024-09-21,8,4.0,13.0,95.0,2175.0
臺大舊體育館西側,2024-09-21,9,0.0,8.0,103.0,2213.0
臺大舊體育館西側,2024-09-21,10,0.0,5.0,108.0,2261.0
臺大舊體育館西側,2024-09-21,11,1.0,1.0,108.0,2259.0
臺大舊體育館西側,2024-09-21,12,7.0,3.0,104.0,2268.0
臺大舊體育館西側,2024-09-21,13,2.0,1.0,103.0,2278.0
臺大舊體育館西側,2024-09-21,14,2.0,5.0,106.0,2284.0
臺大舊體育館西側,2024-09-21,15,2.0,3.0,107.0,2289.0
臺大舊體育館西側,2024-09-21,16,4.0,5.0,108.0,2281.0
臺大舊體育館西側,2024-09-21,17,4.0,6.0,110.0,2256.0
臺大舊體育館西側,2024-09-21,18,3.0,10.0,117.0,2253.0
臺大舊體育館西側,2024-09-21,19,1.0,2.0,118.0,2254.0
臺大舊體育館西側,2024-09-21,20,3.0,3.0,118.0,2241.0
臺大舊體育館西側,2024-09-21,21,6.0,1.0,113.0,2234.0
臺大舊體育館西側,2024-09-21,22,16.0,0.0,97.0,2209.0
臺大舊體育館西側,2024-09-21,23,0.0,0.0,97.0,2203.0
臺大舊體育館西側,2024-09-22,0,0.0,0.0,97.0,2197.0
臺大舊體育館西側,2024-09-22,1,0.0,0.0,97.0,2194.0
臺大舊體育館西側,2024-09-22,2,0.0,0.0,97.0,2196.0
臺大舊體育館西側,2024-09-22,3,0.0,0.0,97.0,2196.0
臺大舊體育館西側,2024-09-22,4,1.0,0.0,96.0,2195.0
臺大舊體育館西側,2024-09-22,5,0.0,1.0,97.0,2200.0
臺大舊體育館西側,2024-09-22,6,1.0,3.0,99.0,2206.0
臺大舊體育館西側,2024-09-22,7,2.0,1.0,98.0,2206.0
臺大舊體育館西側,2024-09-22,8,1.0,8.0,105.0,2236.0
臺大舊體育館西側,2024-09-22,9,2.0,20.0,123.0,2277.0
臺大舊體育館西側,2024-09-22,10,7.0,6.0,122.0,2322.0
臺大舊體育館西側,2024-09-22,11,0.0,1.0,123.0,2322.0
臺大舊體育館西側,2024-09-22,12,1.0,1.0,123.0,2323.0
臺大舊體育館西側,2024-09-22,13,0.0,4.0,127.0,2336.0
臺大舊體育館西側,2024-09-22,14,0.0,0.0,127.0,2354.0
臺大舊體育館西側,2024-09-22,15,0.0,0.0,127.0,2371.0
臺大舊體育館西側,2024-09-22,16,2.0,2.0,127.0,2376.0
臺大舊體育館西側,2024-09-22,17,4.0,1.0,124.0,2350.0
臺大舊體育館西側,2024-09-22,18,2.0,0.0,122.0,2337.0
臺大舊體育館西側,2024-09-22,19,0.0,0.0,122.0,2337.0
臺大舊體育館西側,2024-09-22,20,0.0,0.0,122.0,2335.0
臺大舊體育館西側,2024-09-22,21,0.0,0.0,122.0,2334.0
臺大舊體育館西側,2024-09-22,22,0.0,0.0,122.0,2334.0
臺大舊體育館西側,2024-09-22,23,0.0,0.0,122.0,2330.0
臺大舊體育館西側,2024-09-23,0,0.0,0.0,122.0,2321.0
臺大舊體育館西側,2024-09-23,1,0.0,0.0,122.0,2320.0
臺大舊體育館西側,2024-09-23,2,0.0,0.0,122.0,2318.0
臺大舊體育館西側,2024-09-23,3,0.0,0.0,122.0,2319.0
臺大舊體育館西側,2024-09-23,4,0.0,0.0,122.0,2320.0
臺大舊體育館西側,2024-09-23,5,1.0,2.0,123.0,2321.0
臺大舊體育館西側,2024-09-23,6,1.0,2.0,124.0,2330.0
臺大舊體育館西側,2024-09-23,7,5.0,2.0,121.0,2440.0
臺大舊體育館西側,2024-09-23,8,9.0,14.0,126.0,2647.0
臺大舊體育館西側,2024-09-23,9,5.0,19.0,140.0,2776.0
臺大舊體育館西側,2024-09-23,10,1.0,7.0,146.0,2860.0
臺大舊體育館西側,2024-09-23,11,6.0,17.0,157.0,2827.0
臺大舊體育館西側,2024-09-23,12,22.0,15.0,150.0,2825.0
臺大舊體育館西側,2024-09-23,13,27.0,32.0,155.0,2865.0
臺大舊體育館西側,2024-09-23,14,5.0,15.0,165.0,2925.0
臺大舊體育館西側,2024-09-23,15,8.0,9.0,166.0,2959.0
臺大舊體育館西側,2024-09-23,16,20.0,15.0,161.0,2864.0
臺大舊體育館西側,2024-09-23,17,40.0,22.0,143.0,2758.0
臺大舊體育館西側,2024-09-23,18,4.0,12.0,151.0,2784.0
臺大舊體育館西側,2024-09-23,19,6.0,5.0,150.0,2744.0
臺大舊體育館西側,2024-09-23,20,18.0,9.0,141.0,2650.0
臺大舊體育館西側,2024-09-23,21,19.0,6.0,128.0,2522.0
臺大舊體育館西側,2024-09-23,22,0.0,0.0,128.0,2506.0
臺大舊體育館西側,2024-09-23,23,2.0,0.0,126.0,2503.0
臺大舊體育館西側,2024-09-24,0,0.0,0.0,126.0,2495.0
臺大舊體育館西側,2024-09-24,1,0.0,0.0,126.0,2488.0
臺大舊體育館西側,2024-09-24,2,0.0,0.0,126.0,2484.0
臺大舊體育館西側,2024-09-24,3,0.0,0.0,126.0,2484.0
臺大舊體育館西側,2024-09-24,4,1.0,0.0,125.0,2484.0
臺大舊體育館西側,2024-09-24,5,0.0,0.0,125.0,2490.0
臺大舊體育館西側,2024-09-24,6,1.0,7.0,131.0,2517.0
臺大舊體育館西側,2024-09-24,7,9.0,19.0,141.0,2718.0
臺大舊體育館西側,2024-09-24,8,6.0,13.0,148.0,2996.0
臺大舊體育館西側,2024-09-24,9,14.0,8.0,142.0,3112.0
臺大舊體育館西側,2024-09-24,10,21.0,27.0,148.0,3170.0
臺大舊體育館西側,2024-09-24,11,11.0,10.0,147.0,3156.0
臺大舊體育館西側,2024-09-24,12,42.0,42.0,147.0,3191.0
臺大舊體育館西側,2024-09-24,13,42.0,36.0,141.0,3253.0
臺大舊體育館西側,2024-09-24,14,15.0,16.0,142.0,3278.0
臺大舊體育館西側,2024-09-24,15,67.0,64.0,139.0,3185.0
臺大舊體育館西側,2024-09-24,16,32.0,17.0,124.0,3087.0
臺大舊體育館西側,2024-09-24,17,49.0,74.0,149.0,2809.0
臺大舊體育館西側,2024-09-24,18,41.0,41.0,149.0,2861.0
臺大舊體育館西側,2024-09-24,19,40.0,40.0,149.0,2842.0
臺大舊體育館西側,2024-09-24,20,48.0,18.0,119.0,2736.0
臺大舊體育館西側,2024-09-24,21,15.0,14.0,118.0,2603.0
臺大舊體育館西側,2024-09-24,22,1.0,1.0,118.0,2603.0
臺大舊體育館西側,2024-09-24,23,0.0,0.0,118.0,2602.0
臺大舊體育館西側,2024-09-25,0,0.0,0.0,118.0,2602.0
臺大舊體育館西側,2024-09-25,1,1.0,0.0,117.0,2602.0
臺大舊體育館西側,2024-09-25,2,0.0,0.0,117.0,2597.0
臺大舊體育館西側,2024-09-25,3,0.0,0.0,117.0,2598.0
臺大舊體育館西側,2024-09-25,4,2.0,1.0,116.0,2598.0
臺大舊體育館西側,2024-09-25,5,0.0,0.0,116.0,2607.0
臺大舊體育館西側,2024-09-25,6,0.0,8.0,124.0,2629.0
臺大舊體育館西側,2024-09-25,7,4.0,26.0,146.0,2765.0
臺大舊體育館西側,2024-09-25,8,11.0,11.0,146.0,3050.0
臺大舊體育館西側,2024-09-25,9,5.0,6.0,147.0,3184.0
臺大舊體育館西側,2024-09-25,10,23.0,23.0,147.0,3258.0
臺大舊體育館西側,2024-09-25,11,8.0,9.0,148.0,3225.0
臺大舊體育館西側,2024-09-25,12,27.0,36.0,157.0,3257.0
臺大舊體育館西側,2024-09-25,13,26.0,22.0,153.0,3311.0
臺大舊體育館西側,2024-09-25,14,32.0,15.0,136.0,3271.0
臺大舊體育館西側,2024-09-25,15,40.0,59.0,155.0,3236.0
臺大舊體育館西側,2024-09-25,16,25.0,16.0,146.0,3176.0
臺大舊體育館西側,2024-09-25,17,54.0,61.0,153.0,2995.0
臺大舊體育館西側,2024-09-25,18,32.0,30.0,151.0,3071.0
臺大舊體育館西側,2024-09-25,19,41.0,42.0,152.0,3043.0
臺大舊體育館西側,2024-09-25,20,59.0,24.0,117.0,2883.0
臺大舊體育館西側,2024-09-25,21,13.0,9.0,113.0,2735.0
臺大舊體育館西側,2024-09-25,22,2.0,3.0,114.0,2735.0
臺大舊體育館西側,2024-09-25,23,2.0,1.0,113.0,2736.0
臺大舊體育館西側,2024-09-26,0,3.0,3.0,113.0,2734.0
臺大舊體育館西側,2024-09-26,1,0.0,0.0,113.0,2728.0
臺大舊體育館西側,2024-09-26,2,0.0,0.0,113.0,2729.0
臺大舊體育館西側,2024-09-26,3,0.0,0.0,113.0,2731.0
臺大舊體育館西側,2024-09-26,4,0.0,0.0,113.0,2730.0
臺大舊體育館西側,2024-09-26,5,0.0,1.0,114.0,2740.0
臺大舊體育館西側,2024-09-26,6,0.0,11.0,125.0,2768.0
臺大舊體育館西側,2024-09-26,7,4.0,12.0,133.0,2902.0
臺大舊體育館西側,2024-09-26,8,14.0,43.0,162.0,3083.0
臺大舊體育館西側,2024-09-26,9,15.0,13.0,160.0,3219.0
臺大舊體育館西側,2024-09-26,10,7.0,17.0,170.0,3431.0
臺大舊體育館西側,2024-09-26,11,2.0,1.0,169.0,3361.0
臺大舊體育館西側,2024-09-26,12,21.0,17.0,165.0,3327.0
臺大舊體育館西側,2024-09-26,13,6.0,16.0,175.0,3428.0
